,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
78519,2020-01-20,Gyeongsangbuk-do,Andong,female,20,0,0,0.0,0.0,0.0,0.0
78491,2020-01-20,Gyeonggi-do,Ansan,female,20,0,0,0.0,0.0,0.0,0.0
78492,2020-01-20,Gyeonggi-do,Anseong,female,20,0,0,0.0,0.0,0.0,0.0
78493,2020-01-20,Gyeonggi-do,Anyang,female,20,0,0,0.0,0.0,0.0,0.0
78454,2020-01-20,Chungcheongnam-do,Asan,female,20,0,0,0.0,0.0,0.0,0.0
78520,2020-01-20,Gyeongsangbuk-do,Bonghwa,female,20,0,0,0.0,0.0,0.0,0.0
78494,2020-01-20,Gyeonggi-do,Bucheon,female,20,0,0,0.0,0.0,0.0,0.0
78432,2020-01-20,Busan,Buk,female,20,0,0,0.0,0.0,0.0,0.0
78470,2020-01-20,Daegu,Buk,female,20,0,0,0.0,0.0,0.0,0.0
78487,2020-01-20,Gwangju,Buk,female,20,0,0,0.0,0.0,0.0,0.0
78599,2020-01-20,Ulsan,Buk,female,20,0,0,0.0,0.0,0.0,0.0
78553,2020-01-20,Incheon,Bupyeong,female,20,0,0,0.0,0.0,0.0,0.0
78433,2020-01-20,Busan,Busanjin,female,20,0,0,0.0,0.0,0.0,0.0
78455,2020-01-20,Chungcheongnam-do,Buyeo,female,20,0,0,0.0,0.0,0.0,0.0
78538,2020-01-20,Gyeongsangnam-do,Changnyeong,female,20,0,0,0.0,0.0,0.0,0.0
78539,2020-01-20,Gyeongsangnam-do,Changwon,female,20,0,0,0.0,0.0,0.0,0.0
78456,2020-01-20,Chungcheongnam-do,Cheonan,female,20,0,0,0.0,0.0,0.0,0.0
78521,2020-01-20,Gyeongsangbuk-do,Cheongdo,female,20,0,0,0.0,0.0,0.0,0.0
78447,2020-01-20,Chungcheongbuk-do,Cheongju,female,20,0,0,0.0,0.0,0.0,0.0
78522,2020-01-20,Gyeongsangbuk-do,Cheongsong,female,20,0,0,0.0,0.0,0.0,0.0
78476,2020-01-20,Gangwon-do,Cheorwon,female,20,0,0,0.0,0.0,0.0,0.0
78523,2020-01-20,Gyeongsangbuk-do,Chilgok,female,20,0,0,0.0,0.0,0.0,0.0
78477,2020-01-20,Gangwon-do,Chuncheon,female,20,0,0,0.0,0.0,0.0,0.0
78448,2020-01-20,Chungcheongbuk-do,Chungju,female,20,0,0,0.0,0.0,0.0,0.0
78471,2020-01-20,Daejeon,Daedeok,female,20,0,0,0.0,0.0,0.0,0.0
78463,2020-01-20,Daegu,Dalseo,female,20,0,0,0.0,0.0,0.0,0.0
78464,2020-01-20,Daegu,Dalseong,female,20,0,0,0.0,0.0,0.0,0.0
