,date,sex,age,confirmed,deceased
44,2020-03-06,All,80,167,9
45,2020-03-07,All,0,51,0
46,2020-03-07,All,10,326,0
47,2020-03-07,All,20,2037,0
48,2020-03-07,All,30,726,0
49,2020-03-07,All,40,940,0
50,2020-03-07,All,50,1286,4
51,2020-03-07,All,60,829,10
52,2020-03-07,All,70,383,13
53,2020-03-07,All,80,190,11
54,2020-03-08,All,0,57,0
55,2020-03-08,All,10,359,0
56,2020-03-08,All,20,2132,0
57,2020-03-08,All,30,759,0
58,2020-03-08,All,40,974,0
59,2020-03-08,All,50,1348,4
60,2020-03-08,All,60,877,10
61,2020-03-08,All,70,408,17
62,2020-03-08,All,80,211,13
63,2020-03-09,All,0,65,0
64,2020-03-09,All,10,380,0
65,2020-03-09,All,20,2189,0
66,2020-03-09,All,30,778,0
67,2020-03-09,All,40,1004,0
68,2020-03-09,All,50,1390,4
69,2020-03-09,All,60,915,11
70,2020-03-09,All,70,437,17
71,2020-03-09,All,80,215,13
72,2020-03-10,All,0,66,0
73,2020-03-10,All,10,392,0
74,2020-03-10,All,20,2212,0
75,2020-03-10,All,30,788,0
76,2020-03-10,All,40,1029,0
77,2020-03-10,All,50,1415,4
78,2020-03-10,All,60,928,12
79,2020-03-10,All,70,453,18
80,2020-03-10,All,80,221,14
81,2020-03-11,All,0,74,0
82,2020-03-11,All,10,404,0
83,2020-03-11,All,20,2237,0
84,2020-03-11,All,30,803,0
85,2020-03-11,All,40,1081,0
86,2020-03-11,All,50,1471,5
87,2020-03-11,All,60,959,13
88,2020-03-11,All,70,482,20
89,2020-03-11,All,80,235,16
90,2020-03-12,All,0,75,0
91,2020-03-12,All,10,411,0
92,2020-03-12,All,20,2260,0
93,2020-03-12,All,30,811,0
94,2020-03-12,All,40,1100,0
95,2020-03-12,All,50,1494,5
96,2020-03-12,All,60,971,13
97,2020-03-12,All,70,496,23
98,2020-03-12,All,80,242,19
99,2020-03-13,All,0,76,0
100,2020-03-13,All,10,420,0
101,2020-03-13,All,20,2273,0
102,2020-03-13,All,30,822,0
103,2020-03-13,All,40,1116,0
104,2020-03-13,All,50,1522,5
105,2020-03-13,All,60,984,13
106,2020-03-13,All,70,505,23
107,2020-03-13,All,80,252,20
108,2020-03-14,All,0,80,0
109,2020-03-14,All,10,423,0
110,2020-03-14,All,20,2286,0
111,2020-03-14,All,30,832,0
112,2020-03-14,All,40,1132,0
113,2020-03-14,All,50,1550,5
114,2020-03-14,All,60,998,13
115,2020-03-14,All,70,514,26
116,2020-03-14,All,80,262,22
117,2020-03-15,All,0,82,0
118,2020-03-15,All,10,426,0
119,2020-03-15,All,20,2300,0
120,2020-03-15,All,30,841,0
121,2020-03-15,All,40,1140,0
122,2020-03-15,All,50,1567,5
123,2020-03-15,All,60,1011,13
124,2020-03-15,All,70,524,27
125,2020-03-15,All,80,262,24
126,2020-03-16,All,0,84,0
127,2020-03-16,All,10,431,0
128,2020-03-16,All,20,2312,0
129,2020-03-16,All,30,848,0
130,2020-03-16,All,40,1146,0
131,2020-03-16,All,50,1584,5
132,2020-03-16,All,60,1023,13
133,2020-03-16,All,70,530,27
134,2020-03-16,All,80,269,24
135,2020-03-17,All,0,85,0
136,2020-03-17,All,10,435,0
137,2020-03-17,All,20,2329,0
138,2020-03-17,All,30,855,0
139,2020-03-17,All,40,1163,0
140,2020-03-17,All,50,1601,5
141,2020-03-17,All,60,1032,15
142,2020-03-17,All,70,538,28
143,2020-03-17,All,80,273,27
144,2020-03-18,All,0,86,0
145,2020-03-18,All,10,437,0
146,2020-03-18,All,20,2341,0
147,2020-03-18,All,30,872,0
148,2020-03-18,All,40,1170,0
149,2020-03-18,All,50,1614,5
150,2020-03-18,All,60,1058,15
151,2020-03-18,All,70,541,28
152,2020-03-18,All,80,285,30
153,2020-03-19,All,0,90,0
154,2020-03-19,All,10,443,0
155,2020-03-19,All,20,2357,0
156,2020-03-19,All,30,885,0
157,2020-03-19,All,40,1180,0
158,2020-03-19,All,50,1641,6
159,2020-03-19,All,60,1079,16
160,2020-03-19,All,70,561,33
161,2020-03-19,All,80,320,30
162,2020-03-20,All,0,96,0
163,2020-03-20,All,10,451,0
164,2020-03-20,All,20,2364,0
165,2020-03-20,All,30,892,0
166,2020-03-20,All,40,1192,0
167,2020-03-20,All,50,1655,6
168,2020-03-20,All,60,1098,16
169,2020-03-20,All,70,567,34
170,2020-03-20,All,80,328,32
171,2020-03-21,All,0,98,0
172,2020-03-21,All,10,456,0
173,2020-03-21,All,20,2379,0
174,2020-03-21,All,30,899,0
175,2020-03-21,All,40,1202,0
176,2020-03-21,All,50,1671,6
177,2020-03-21,All,60,1117,17
178,2020-03-21,All,70,588,36
179,2020-03-21,All,80,380,38
180,2020-03-22,All,0,100,0
181,2020-03-22,All,10,459,0
182,2020-03-22,All,20,2395,0
183,2020-03-22,All,30,908,0
184,2020-03-22,All,40,1220,0
185,2020-03-22,All,50,1690,6
186,2020-03-22,All,60,1131,16
187,2020-03-22,All,70,594,36
188,2020-03-22,All,80,391,40
189,2020-03-23,All,0,102,0
190,2020-03-23,All,10,459,0
191,2020-03-23,All,20,2416,0
192,2020-03-23,All,30,916,0
193,2020-03-23,All,40,1227,0
194,2020-03-23,All,50,1701,6
195,2020-03-23,All,60,1138,17
196,2020-03-23,All,70,598,37
197,2020-03-23,All,80,395,45
198,2020-03-24,All,0,104,0
199,2020-03-24,All,10,467,0
200,2020-03-24,All,20,2437,0
201,2020-03-24,All,30,920,0
202,2020-03-24,All,40,1233,0
203,2020-03-24,All,50,1715,8
204,2020-03-24,All,60,1145,20
205,2020-03-24,All,70,607,38
206,2020-03-24,All,80,400,52
207,2020-03-25,All,0,104,0
208,2020-03-25,All,10,474,0
209,2020-03-25,All,20,2472,0
210,2020-03-25,All,30,942,0
211,2020-03-25,All,40,1245,0
212,2020-03-25,All,50,1723,9
213,2020-03-25,All,60,1153,19
214,2020-03-25,All,70,610,38
215,2020-03-25,All,80,405,54
216,2020-03-26,All,0,105,0
217,2020-03-26,All,10,487,0
218,2020-03-26,All,20,2507,0
219,2020-03-26,All,30,954,0
220,2020-03-26,All,40,1251,0
221,2020-03-26,All,50,1737,9
222,2020-03-26,All,60,1161,19
223,2020-03-26,All,70,615,40
224,2020-03-26,All,80,415,57
225,2020-03-27,All,0,107,0
226,2020-03-27,All,10,495,0
227,2020-03-27,All,20,2531,0
228,2020-03-27,All,30,959,0
229,2020-03-27,All,40,1255,0
230,2020-03-27,All,50,1751,9
231,2020-03-27,All,60,1169,20
232,2020-03-27,All,70,629,40
233,2020-03-27,All,80,427,64
234,2020-03-28,All,0,108,0
235,2020-03-28,All,10,500,0
236,2020-03-28,All,20,2566,0
237,2020-03-28,All,30,977,0
238,2020-03-28,All,40,1277,0
239,2020-03-28,All,50,1779,9
240,2020-03-28,All,60,1200,20
241,2020-03-28,All,70,631,40
242,2020-03-28,All,80,431,69
243,2020-03-29,All,0,110,0
244,2020-03-29,All,10,507,0
245,2020-03-29,All,20,2601,0
246,2020-03-29,All,30,992,0
247,2020-03-29,All,40,1291,0
248,2020-03-29,All,50,1797,9
249,2020-03-29,All,60,1209,20
250,2020-03-29,All,70,634,42
251,2020-03-29,All,80,433,76
252,2020-03-30,All,0,111,0
253,2020-03-30,All,10,512,0
254,2020-03-30,All,20,2629,0
255,2020-03-30,All,30,1001,0
256,2020-03-30,All,40,1296,0
257,2020-03-30,All,50,1811,9
258,2020-03-30,All,60,1217,20
259,2020-03-30,All,70,639,44
260,2020-03-30,All,80,436,79
261,2020-03-31,All,0,111,0
262,2020-03-31,All,10,514,0
263,2020-03-31,All,20,2655,0
264,2020-03-31,All,30,1011,0
265,2020-03-31,All,40,1311,0
266,2020-03-31,All,50,1850,9
267,2020-03-31,All,60,1234,21
268,2020-03-31,All,70,650,45
269,2020-03-31,All,80,441,81
270,2020-04-01,All,0,115,0
271,2020-04-01,All,10,518,0
272,2020-04-01,All,20,2681,0
273,2020-04-01,All,30,1026,0
274,2020-04-01,All,40,1322,0
275,2020-04-01,All,50,1864,9
276,2020-04-01,All,60,1244,22
277,2020-04-01,All,70,657,45
278,2020-04-01,All,80,451,83
279,2020-04-02,All,0,118,0
280,2020-04-02,All,10,521,0
281,2020-04-02,All,20,2703,0
282,2020-04-02,All,30,1042,0
283,2020-04-02,All,40,1335,1
284,2020-04-02,All,50,1877,10
285,2020-04-02,All,60,1257,22
286,2020-04-02,All,70,662,46
287,2020-04-02,All,80,452,84
288,2020-04-03,All,0,120,0
289,2020-04-03,All,10,527,0
290,2020-04-03,All,20,2733,0
291,2020-04-03,All,30,1051,0
292,2020-04-03,All,40,1349,1
293,2020-04-03,All,50,1886,11
294,2020-04-03,All,60,1265,23
295,2020-04-03,All,70,667,48
296,2020-04-03,All,80,455,85
297,2020-04-04,All,0,121,0
298,2020-04-04,All,10,529,0
299,2020-04-04,All,20,2760,0
300,2020-04-04,All,30,1065,0
301,2020-04-04,All,40,1357,1
302,2020-04-04,All,50,1897,11
303,2020-04-04,All,60,1281,24
304,2020-04-04,All,70,677,49
305,2020-04-04,All,80,460,86
306,2020-04-05,All,0,123,0
307,2020-04-05,All,10,534,0
308,2020-04-05,All,20,2788,0
309,2020-04-05,All,30,1082,0
310,2020-04-05,All,40,1369,1
311,2020-04-05,All,50,1903,12
312,2020-04-05,All,60,1288,24
313,2020-04-05,All,70,680,50
314,2020-04-05,All,80,461,90
315,2020-04-06,All,0,125,0
316,2020-04-06,All,10,541,0
317,2020-04-06,All,20,2803,0
318,2020-04-06,All,30,1085,0
319,2020-04-06,All,40,1374,1
320,2020-04-06,All,50,1905,12
321,2020-04-06,All,60,1293,25
322,2020-04-06,All,70,685,51
323,2020-04-06,All,80,464,91
324,2020-04-07,All,0,125,0
325,2020-04-07,All,10,543,0
326,2020-04-07,All,20,2818,0
327,2020-04-07,All,30,1091,0
328,2020-04-07,All,40,1381,1
329,2020-04-07,All,50,1908,12
330,2020-04-07,All,60,1303,25
331,2020-04-07,All,70,688,56
332,2020-04-07,All,80,465,92
333,2020-04-08,All,0,125,0
334,2020-04-08,All,10,547,0
335,2020-04-08,All,20,2831,0
336,2020-04-08,All,30,1101,0
337,2020-04-08,All,40,1386,2
338,2020-04-08,All,50,1914,12
339,2020-04-08,All,60,1311,26
340,2020-04-08,All,70,691,59
341,2020-04-08,All,80,469,95
342,2020-04-09,All,0,127,0
343,2020-04-09,All,10,551,0
344,2020-04-09,All,20,2843,0
345,2020-04-09,All,30,1108,0
346,2020-04-09,All,40,1393,2
347,2020-04-09,All,50,1916,12
348,2020-04-09,All,60,1313,26
349,2020-04-09,All,70,691,59
350,2020-04-09,All,80,472,99
351,2020-04-10,All,0,128,0
352,2020-04-10,All,10,552,0
353,2020-04-10,All,20,2850,0
354,2020-04-10,All,30,1112,0
355,2020-04-10,All,40,1395,2
356,2020-04-10,All,50,1919,12
357,2020-04-10,All,60,1319,27
358,2020-04-10,All,70,693,61
359,2020-04-10,All,80,473,100
360,2020-04-11,All,0,129,0
361,2020-04-11,All,10,557,0
362,2020-04-11,All,20,2855,0
363,2020-04-11,All,30,1114,0
364,2020-04-11,All,40,1398,2
365,2020-04-11,All,50,1925,13
366,2020-04-11,All,60,1326,28
367,2020-04-11,All,70,693,62
368,2020-04-11,All,80,474,100
369,2020-04-12,All,0,129,0
370,2020-04-12,All,10,560,0
371,2020-04-12,All,20,2868,0
372,2020-04-12,All,30,1119,0
373,2020-04-12,All,40,1399,2
374,2020-04-12,All,50,1929,13
375,2020-04-12,All,60,1329,30
376,2020-04-12,All,70,696,62
377,2020-04-12,All,80,474,101
378,2020-04-13,All,0,131,0
379,2020-04-13,All,10,561,0
380,2020-04-13,All,20,2878,0
381,2020-04-13,All,30,1121,0
382,2020-04-13,All,40,1400,2
383,2020-04-13,All,50,1931,13
384,2020-04-13,All,60,1334,31
385,2020-04-13,All,70,697,63
386,2020-04-13,All,80,475,102
387,2020-04-14,All,0,131,0
388,2020-04-14,All,10,564,0
389,2020-04-14,All,20,2885,0
390,2020-04-14,All,30,1125,0
391,2020-04-14,All,40,1404,2
392,2020-04-14,All,50,1934,13
393,2020-04-14,All,60,1337,32
394,2020-04-14,All,70,699,64
395,2020-04-14,All,80,476,105
396,2020-04-15,All,0,131,0
397,2020-04-15,All,10,568,0
398,2020-04-15,All,20,2894,0
399,2020-04-15,All,30,1130,0
400,2020-04-15,All,40,1407,2
401,2020-04-15,All,50,1936,13
402,2020-04-15,All,60,1338,32
403,2020-04-15,All,70,701,67
404,2020-04-15,All,80,477,105
405,2020-04-16,All,0,134,0
406,2020-04-16,All,10,571,0
407,2020-04-16,All,20,2899,0
408,2020-04-16,All,30,1131,0
409,2020-04-16,All,40,1409,2
410,2020-04-16,All,50,1939,13
411,2020-04-16,All,60,1340,32
412,2020-04-16,All,70,702,67
413,2020-04-16,All,80,479,109
414,2020-04-17,All,0,135,0
415,2020-04-17,All,10,575,0
416,2020-04-17,All,20,2908,0
417,2020-04-17,All,30,1134,0
418,2020-04-17,All,40,1410,2
419,2020-04-17,All,50,1941,13
420,2020-04-17,All,60,1341,32
421,2020-04-17,All,70,703,67
422,2020-04-17,All,80,479,110
423,2020-04-18,All,0,137,0
424,2020-04-18,All,10,575,0
425,2020-04-18,All,20,2917,0
426,2020-04-18,All,30,1135,0
427,2020-04-18,All,40,1411,2
428,2020-04-18,All,50,1943,14
429,2020-04-18,All,60,1342,32
430,2020-04-18,All,70,704,67
431,2020-04-18,All,80,480,111
432,2020-04-19,All,0,137,0
433,2020-04-19,All,10,577,0
434,2020-04-19,All,20,2920,0
435,2020-04-19,All,30,1136,1
436,2020-04-19,All,40,1411,2
437,2020-04-19,All,50,1944,14
438,2020-04-19,All,60,1342,33
439,2020-04-19,All,70,704,67
440,2020-04-19,All,80,481,111
441,2020-04-20,All,0,137,0
442,2020-04-20,All,10,580,0
443,2020-04-20,All,20,2925,0
444,2020-04-20,All,30,1138,1
445,2020-04-20,All,40,1411,2
446,2020-04-20,All,50,1947,14
447,2020-04-20,All,60,1342,33
448,2020-04-20,All,70,704,68
449,2020-04-20,All,80,481,112
450,2020-04-21,All,0,137,0
451,2020-04-21,All,10,581,0
452,2020-04-21,All,20,2927,0
453,2020-04-21,All,30,1138,1
454,2020-04-21,All,40,1412,2
455,2020-04-21,All,50,1950,14
456,2020-04-21,All,60,1342,33
457,2020-04-21,All,70,705,69
458,2020-04-21,All,80,482,112
459,2020-04-22,All,0,137,0
460,2020-04-22,All,10,582,0
461,2020-04-22,All,20,2930,0
462,2020-04-22,All,30,1139,1
463,2020-04-22,All,40,1416,2
464,2020-04-22,All,50,1950,14
465,2020-04-22,All,60,1343,34
466,2020-04-22,All,70,706,70
467,2020-04-22,All,80,482,112
468,2020-04-23,All,0,137,0
469,2020-04-23,All,10,583,0
470,2020-04-23,All,20,2932,0
471,2020-04-23,All,30,1140,1
472,2020-04-23,All,40,1417,2
473,2020-04-23,All,50,1951,14
474,2020-04-23,All,60,1343,34
475,2020-04-23,All,70,707,70
476,2020-04-23,All,80,483,113
477,2020-04-24,All,0,137,0
478,2020-04-24,All,10,584,0
479,2020-04-24,All,20,2933,0
480,2020-04-24,All,30,1141,1
481,2020-04-24,All,40,1417,2
482,2020-04-24,All,50,1952,14
483,2020-04-24,All,60,1344,34
484,2020-04-24,All,70,707,70
485,2020-04-24,All,80,484,113
486,2020-04-25,All,0,138,0
487,2020-04-25,All,10,585,0
488,2020-04-25,All,20,2936,0
489,2020-04-25,All,30,1142,1
490,2020-04-25,All,40,1419,2
491,2020-04-25,All,50,1952,14
492,2020-04-25,All,60,1346,34
493,2020-04-25,All,70,707,70
494,2020-04-25,All,80,484,113
495,2020-04-26,All,0,139,0
496,2020-04-26,All,10,585,0
497,2020-04-26,All,20,2939,0
498,2020-04-26,All,30,1146,1
499,2020-04-26,All,40,1420,2
500,2020-04-26,All,50,1952,14
501,2020-04-26,All,60,1346,34
502,2020-04-26,All,70,707,71
503,2020-04-26,All,80,484,114
504,2020-04-27,All,0,139,0
505,2020-04-27,All,10,587,0
506,2020-04-27,All,20,2942,0
507,2020-04-27,All,30,1151,1
508,2020-04-27,All,40,1421,2
509,2020-04-27,All,50,1952,14
510,2020-04-27,All,60,1346,34
511,2020-04-27,All,70,707,71
512,2020-04-27,All,80,484,115
513,2020-04-28,All,0,139,0
514,2020-04-28,All,10,589,0
515,2020-04-28,All,20,2947,0
516,2020-04-28,All,30,1153,1
517,2020-04-28,All,40,1422,2
518,2020-04-28,All,50,1954,14
519,2020-04-28,All,60,1347,34
520,2020-04-28,All,70,708,72
521,2020-04-28,All,80,484,115
522,2020-04-29,All,0,139,0
523,2020-04-29,All,10,589,0
524,2020-04-29,All,20,2950,0
525,2020-04-29,All,30,1155,1
526,2020-04-29,All,40,1425,2
527,2020-04-29,All,50,1955,14
528,2020-04-29,All,60,1347,34
529,2020-04-29,All,70,708,72
530,2020-04-29,All,80,484,117
531,2020-04-30,All,0,139,0
532,2020-04-30,All,10,589,0
533,2020-04-30,All,20,2951,0
534,2020-04-30,All,30,1157,1
535,2020-04-30,All,40,1426,2
536,2020-04-30,All,50,1955,14
537,2020-04-30,All,60,1347,34
538,2020-04-30,All,70,708,73
539,2020-04-30,All,80,484,117
540,2020-05-01,All,0,139,0
541,2020-05-01,All,10,589,0
542,2020-05-01,All,20,2956,0
543,2020-05-01,All,30,1158,1
544,2020-05-01,All,40,1428,2
545,2020-05-01,All,50,1955,14
546,2020-05-01,All,60,1347,34
547,2020-05-01,All,70,708,74
548,2020-05-01,All,80,485,117
549,2020-05-02,All,0,139,0
550,2020-05-02,All,10,589,0
551,2020-05-02,All,20,2959,0
552,2020-05-02,All,30,1159,1
553,2020-05-02,All,40,1429,2
554,2020-05-02,All,50,1955,14
555,2020-05-02,All,60,1348,34
556,2020-05-02,All,70,708,75
557,2020-05-02,All,80,485,119
558,2020-05-03,All,0,139,0
559,2020-05-03,All,10,590,0
560,2020-05-03,All,20,2961,0
561,2020-05-03,All,30,1162,1
562,2020-05-03,All,40,1431,2
563,2020-05-03,All,50,1955,14
564,2020-05-03,All,60,1350,34
565,2020-05-03,All,70,709,75
566,2020-05-03,All,80,487,119
567,2020-05-04,All,0,139,0
568,2020-05-04,All,10,590,0
569,2020-05-04,All,20,2963,0
570,2020-05-04,All,30,1163,1
571,2020-05-04,All,40,1434,2
572,2020-05-04,All,50,1955,14
573,2020-05-04,All,60,1352,35
574,2020-05-04,All,70,709,75
575,2020-05-04,All,80,487,119
576,2020-05-05,All,0,139,0
577,2020-05-05,All,10,590,0
578,2020-05-05,All,20,2963,0
579,2020-05-05,All,30,1164,1
580,2020-05-05,All,40,1435,2
581,2020-05-05,All,50,1956,14
582,2020-05-05,All,60,1352,35
583,2020-05-05,All,70,709,75
584,2020-05-05,All,80,487,121
585,2020-05-06,All,0,139,0
586,2020-05-06,All,10,590,0
587,2020-05-06,All,20,2963,0
588,2020-05-06,All,30,1165,1
589,2020-05-06,All,40,1435,2
590,2020-05-06,All,50,1956,14
591,2020-05-06,All,60,1353,35
592,2020-05-06,All,70,709,76
593,2020-05-06,All,80,487,121
594,2020-05-07,All,0,139,0
595,2020-05-07,All,10,591,0
596,2020-05-07,All,20,2965,0
597,2020-05-07,All,30,1166,1
598,2020-05-07,All,40,1435,2
599,2020-05-07,All,50,1956,14
600,2020-05-07,All,60,1353,36
601,2020-05-07,All,70,709,76
602,2020-05-07,All,80,487,121
603,2020-05-08,All,0,140,0
604,2020-05-08,All,10,591,0
605,2020-05-08,All,20,2966,0
606,2020-05-08,All,30,1173,1
607,2020-05-08,All,40,1437,2
608,2020-05-08,All,50,1956,14
609,2020-05-08,All,60,1354,36
610,2020-05-08,All,70,709,76
611,2020-05-08,All,80,487,121
612,2020-05-09,All,0,140,0
613,2020-05-09,All,10,593,0
614,2020-05-09,All,20,2978,0
615,2020-05-09,All,30,1176,1
616,2020-05-09,All,40,1437,2
617,2020-05-09,All,50,1957,14
618,2020-05-09,All,60,1354,36
619,2020-05-09,All,70,709,76
620,2020-05-09,All,80,487,121
621,2020-05-10,All,0,140,0
622,2020-05-10,All,10,596,0
623,2020-05-10,All,20,2997,0
624,2020-05-10,All,30,1179,1
625,2020-05-10,All,40,1441,2
626,2020-05-10,All,50,1959,14
627,2020-05-10,All,60,1356,36
628,2020-05-10,All,70,710,76
629,2020-05-10,All,80,487,121
630,2020-05-11,All,0,140,0
631,2020-05-11,All,10,597,0
632,2020-05-11,All,20,3018,0
633,2020-05-11,All,30,1187,1
634,2020-05-11,All,40,1445,2
635,2020-05-11,All,50,1959,14
636,2020-05-11,All,60,1357,36
637,2020-05-11,All,70,710,76
638,2020-05-11,All,80,487,121
639,2020-05-12,All,0,141,0
640,2020-05-12,All,10,601,0
641,2020-05-12,All,20,3028,0
642,2020-05-12,All,30,1193,1
643,2020-05-12,All,40,1447,2
644,2020-05-12,All,50,1962,14
645,2020-05-12,All,60,1357,36
646,2020-05-12,All,70,710,76
647,2020-05-12,All,80,488,123
648,2020-05-13,All,0,142,0
649,2020-05-13,All,10,602,0
650,2020-05-13,All,20,3041,0
651,2020-05-13,All,30,1198,1
652,2020-05-13,All,40,1449,2
653,2020-05-13,All,50,1963,14
654,2020-05-13,All,60,1358,36
655,2020-05-13,All,70,711,76
656,2020-05-13,All,80,489,124
657,2020-05-14,All,0,142,0
658,2020-05-14,All,10,613,0
659,2020-05-14,All,20,3055,0
660,2020-05-14,All,30,1201,1
661,2020-05-14,All,40,1450,2
662,2020-05-14,All,50,1963,14
663,2020-05-14,All,60,1358,37
664,2020-05-14,All,70,711,76
665,2020-05-14,All,80,489,124
