,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
627543,2020-01-20,Gyeongsangbuk-do,Andong,All,70,0,0,0.0,0.0,0.0,0.0
627515,2020-01-20,Gyeonggi-do,Ansan,All,70,0,0,0.0,0.0,0.0,0.0
627516,2020-01-20,Gyeonggi-do,Anseong,All,70,0,0,0.0,0.0,0.0,0.0
627517,2020-01-20,Gyeonggi-do,Anyang,All,70,0,0,0.0,0.0,0.0,0.0
627478,2020-01-20,Chungcheongnam-do,Asan,All,70,0,0,0.0,0.0,0.0,0.0
627544,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,70,0,0,0.0,0.0,0.0,0.0
627518,2020-01-20,Gyeonggi-do,Bucheon,All,70,0,0,0.0,0.0,0.0,0.0
627456,2020-01-20,Busan,Buk,All,70,0,0,0.0,0.0,0.0,0.0
627494,2020-01-20,Daegu,Buk,All,70,0,0,0.0,0.0,0.0,0.0
627511,2020-01-20,Gwangju,Buk,All,70,0,0,0.0,0.0,0.0,0.0
627623,2020-01-20,Ulsan,Buk,All,70,0,0,0.0,0.0,0.0,0.0
627577,2020-01-20,Incheon,Bupyeong,All,70,0,0,0.0,0.0,0.0,0.0
627457,2020-01-20,Busan,Busanjin,All,70,0,0,0.0,0.0,0.0,0.0
627479,2020-01-20,Chungcheongnam-do,Buyeo,All,70,0,0,0.0,0.0,0.0,0.0
627562,2020-01-20,Gyeongsangnam-do,Changnyeong,All,70,0,0,0.0,0.0,0.0,0.0
627563,2020-01-20,Gyeongsangnam-do,Changwon,All,70,0,0,0.0,0.0,0.0,0.0
627480,2020-01-20,Chungcheongnam-do,Cheonan,All,70,0,0,0.0,0.0,0.0,0.0
627545,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,70,0,0,0.0,0.0,0.0,0.0
627471,2020-01-20,Chungcheongbuk-do,Cheongju,All,70,0,0,0.0,0.0,0.0,0.0
627546,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,70,0,0,0.0,0.0,0.0,0.0
627500,2020-01-20,Gangwon-do,Cheorwon,All,70,0,0,0.0,0.0,0.0,0.0
627547,2020-01-20,Gyeongsangbuk-do,Chilgok,All,70,0,0,0.0,0.0,0.0,0.0
627501,2020-01-20,Gangwon-do,Chuncheon,All,70,0,0,0.0,0.0,0.0,0.0
627472,2020-01-20,Chungcheongbuk-do,Chungju,All,70,0,0,0.0,0.0,0.0,0.0
627495,2020-01-20,Daejeon,Daedeok,All,70,0,0,0.0,0.0,0.0,0.0
627487,2020-01-20,Daegu,Dalseo,All,70,0,0,0.0,0.0,0.0,0.0
627488,2020-01-20,Daegu,Dalseong,All,70,0,0,0.0,0.0,0.0,0.0
627473,2020-01-20,Chungcheongbuk-do,Danyang,All,70,0,0,0.0,0.0,0.0,0.0
627598,2020-01-20,Seoul,Dobong,All,70,0,0,0.0,0.0,0.0,0.0
627458,2020-01-20,Busan,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627489,2020-01-20,Daegu,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627496,2020-01-20,Daejeon,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627512,2020-01-20,Gwangju,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627578,2020-01-20,Incheon,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627624,2020-01-20,Ulsan,Dong,All,70,0,0,0.0,0.0,0.0,0.0
627599,2020-01-20,Seoul,Dongdaemun,All,70,0,0,0.0,0.0,0.0,0.0
