,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
39303,2020-01-20,Gyeongsangbuk-do,Andong,female,10,0,0,0.0,0.0,0.0,0.0
39275,2020-01-20,Gyeonggi-do,Ansan,female,10,0,0,0.0,0.0,0.0,0.0
39276,2020-01-20,Gyeonggi-do,Anseong,female,10,0,0,0.0,0.0,0.0,0.0
39277,2020-01-20,Gyeonggi-do,Anyang,female,10,0,0,0.0,0.0,0.0,0.0
39238,2020-01-20,Chungcheongnam-do,Asan,female,10,0,0,0.0,0.0,0.0,0.0
39304,2020-01-20,Gyeongsangbuk-do,Bonghwa,female,10,0,0,0.0,0.0,0.0,0.0
39278,2020-01-20,Gyeonggi-do,Bucheon,female,10,0,0,0.0,0.0,0.0,0.0
39216,2020-01-20,Busan,Buk,female,10,0,0,0.0,0.0,0.0,0.0
39254,2020-01-20,Daegu,Buk,female,10,0,0,0.0,0.0,0.0,0.0
39271,2020-01-20,Gwangju,Buk,female,10,0,0,0.0,0.0,0.0,0.0
39383,2020-01-20,Ulsan,Buk,female,10,0,0,0.0,0.0,0.0,0.0
39337,2020-01-20,Incheon,Bupyeong,female,10,0,0,0.0,0.0,0.0,0.0
39217,2020-01-20,Busan,Busanjin,female,10,0,0,0.0,0.0,0.0,0.0
39239,2020-01-20,Chungcheongnam-do,Buyeo,female,10,0,0,0.0,0.0,0.0,0.0
39322,2020-01-20,Gyeongsangnam-do,Changnyeong,female,10,0,0,0.0,0.0,0.0,0.0
39323,2020-01-20,Gyeongsangnam-do,Changwon,female,10,0,0,0.0,0.0,0.0,0.0
39240,2020-01-20,Chungcheongnam-do,Cheonan,female,10,0,0,0.0,0.0,0.0,0.0
39305,2020-01-20,Gyeongsangbuk-do,Cheongdo,female,10,0,0,0.0,0.0,0.0,0.0
39231,2020-01-20,Chungcheongbuk-do,Cheongju,female,10,0,0,0.0,0.0,0.0,0.0
39306,2020-01-20,Gyeongsangbuk-do,Cheongsong,female,10,0,0,0.0,0.0,0.0,0.0
39260,2020-01-20,Gangwon-do,Cheorwon,female,10,0,0,0.0,0.0,0.0,0.0
39307,2020-01-20,Gyeongsangbuk-do,Chilgok,female,10,0,0,0.0,0.0,0.0,0.0
39261,2020-01-20,Gangwon-do,Chuncheon,female,10,0,0,0.0,0.0,0.0,0.0
39232,2020-01-20,Chungcheongbuk-do,Chungju,female,10,0,0,0.0,0.0,0.0,0.0
39255,2020-01-20,Daejeon,Daedeok,female,10,0,0,0.0,0.0,0.0,0.0
39247,2020-01-20,Daegu,Dalseo,female,10,0,0,0.0,0.0,0.0,0.0
39248,2020-01-20,Daegu,Dalseong,female,10,0,0,0.0,0.0,0.0,0.0
39233,2020-01-20,Chungcheongbuk-do,Danyang,female,10,0,0,0.0,0.0,0.0,0.0
39358,2020-01-20,Seoul,Dobong,female,10,0,0,0.0,0.0,0.0,0.0
