,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
490287,2020-01-20,Gyeongsangbuk-do,Andong,All,0,0,0,0.0,0.0,0.0,0.0
490259,2020-01-20,Gyeonggi-do,Ansan,All,0,0,0,0.0,0.0,0.0,0.0
490260,2020-01-20,Gyeonggi-do,Anseong,All,0,0,0,0.0,0.0,0.0,0.0
490261,2020-01-20,Gyeonggi-do,Anyang,All,0,0,0,0.0,0.0,0.0,0.0
490222,2020-01-20,Chungcheongnam-do,Asan,All,0,0,0,0.0,0.0,0.0,0.0
490288,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,0,0,0,0.0,0.0,0.0,0.0
490262,2020-01-20,Gyeonggi-do,Bucheon,All,0,0,0,0.0,0.0,0.0,0.0
490200,2020-01-20,Busan,Buk,All,0,0,0,0.0,0.0,0.0,0.0
490238,2020-01-20,Daegu,Buk,All,0,0,0,0.0,0.0,0.0,0.0
490255,2020-01-20,Gwangju,Buk,All,0,0,0,0.0,0.0,0.0,0.0
490367,2020-01-20,Ulsan,Buk,All,0,0,0,0.0,0.0,0.0,0.0
490321,2020-01-20,Incheon,Bupyeong,All,0,0,0,0.0,0.0,0.0,0.0
490201,2020-01-20,Busan,Busanjin,All,0,0,0,0.0,0.0,0.0,0.0
490223,2020-01-20,Chungcheongnam-do,Buyeo,All,0,0,0,0.0,0.0,0.0,0.0
490306,2020-01-20,Gyeongsangnam-do,Changnyeong,All,0,0,0,0.0,0.0,0.0,0.0
490307,2020-01-20,Gyeongsangnam-do,Changwon,All,0,0,0,0.0,0.0,0.0,0.0
490224,2020-01-20,Chungcheongnam-do,Cheonan,All,0,0,0,0.0,0.0,0.0,0.0
490289,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,0,0,0,0.0,0.0,0.0,0.0
490215,2020-01-20,Chungcheongbuk-do,Cheongju,All,0,0,0,0.0,0.0,0.0,0.0
490290,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,0,0,0,0.0,0.0,0.0,0.0
490244,2020-01-20,Gangwon-do,Cheorwon,All,0,0,0,0.0,0.0,0.0,0.0
490291,2020-01-20,Gyeongsangbuk-do,Chilgok,All,0,0,0,0.0,0.0,0.0,0.0
490245,2020-01-20,Gangwon-do,Chuncheon,All,0,0,0,0.0,0.0,0.0,0.0
490216,2020-01-20,Chungcheongbuk-do,Chungju,All,0,0,0,0.0,0.0,0.0,0.0
490239,2020-01-20,Daejeon,Daedeok,All,0,0,0,0.0,0.0,0.0,0.0
490231,2020-01-20,Daegu,Dalseo,All,0,0,0,0.0,0.0,0.0,0.0
490232,2020-01-20,Daegu,Dalseong,All,0,0,0,0.0,0.0,0.0,0.0
490217,2020-01-20,Chungcheongbuk-do,Danyang,All,0,0,0,0.0,0.0,0.0,0.0
490342,2020-01-20,Seoul,Dobong,All,0,0,0,0.0,0.0,0.0,0.0
490202,2020-01-20,Busan,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490233,2020-01-20,Daegu,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490240,2020-01-20,Daejeon,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490256,2020-01-20,Gwangju,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490322,2020-01-20,Incheon,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490368,2020-01-20,Ulsan,Dong,All,0,0,0,0.0,0.0,0.0,0.0
490343,2020-01-20,Seoul,Dongdaemun,All,0,0,0,0.0,0.0,0.0,0.0
490263,2020-01-20,Gyeonggi-do,Dongducheon,All,0,0,0,0.0,0.0,0.0,0.0
490344,2020-01-20,Seoul,Dongjak,All,0,0,0,0.0,0.0,0.0,0.0
490203,2020-01-20,Busan,Dongnae,All,0,0,0,0.0,0.0,0.0,0.0
490218,2020-01-20,Chungcheongbuk-do,Eumseong,All,0,0,0,0.0,0.0,0.0,0.0
490345,2020-01-20,Seoul,Eunpyeong,All,0,0,0,0.0,0.0,0.0,0.0
490346,2020-01-20,Seoul,Gangbuk,All,0,0,0,0.0,0.0,0.0,0.0
490347,2020-01-20,Seoul,Gangdong,All,0,0,0,0.0,0.0,0.0,0.0
490323,2020-01-20,Incheon,Ganghwa,All,0,0,0,0.0,0.0,0.0,0.0
490348,2020-01-20,Seoul,Gangnam,All,0,0,0,0.0,0.0,0.0,0.0
490246,2020-01-20,Gangwon-do,Gangneung,All,0,0,0,0.0,0.0,0.0,0.0
490204,2020-01-20,Busan,Gangseo,All,0,0,0,0.0,0.0,0.0,0.0
490349,2020-01-20,Seoul,Gangseo,All,0,0,0,0.0,0.0,0.0,0.0
490264,2020-01-20,Gyeonggi-do,Gapyeong,All,0,0,0,0.0,0.0,0.0,0.0
490308,2020-01-20,Gyeongsangnam-do,Geochang,All,0,0,0,0.0,0.0,0.0,0.0
490309,2020-01-20,Gyeongsangnam-do,Geoje,All,0,0,0,0.0,0.0,0.0,0.0
490350,2020-01-20,Seoul,Geumcheon,All,0,0,0,0.0,0.0,0.0,0.0
490205,2020-01-20,Busan,Geumjeong,All,0,0,0,0.0,0.0,0.0,0.0
490206,2020-01-20,Busan,Gijang,All,0,0,0,0.0,0.0,0.0,0.0
490292,2020-01-20,Gyeongsangbuk-do,Gimcheon,All,0,0,0,0.0,0.0,0.0,0.0
490310,2020-01-20,Gyeongsangnam-do,Gimhae,All,0,0,0,0.0,0.0,0.0,0.0
490331,2020-01-20,Jeollabuk-do,Gimje,All,0,0,0,0.0,0.0,0.0,0.0
490265,2020-01-20,Gyeonggi-do,Gimpo,All,0,0,0,0.0,0.0,0.0,0.0
490219,2020-01-20,Chungcheongbuk-do,Goesan,All,0,0,0,0.0,0.0,0.0,0.0
490293,2020-01-20,Gyeongsangbuk-do,Goryeong,All,0,0,0,0.0,0.0,0.0,0.0
490254,2020-01-20,Gangwon-do,Goseong,All,0,0,0,0.0,0.0,0.0,0.0
490311,2020-01-20,Gyeongsangnam-do,Goseong,All,0,0,0,0.0,0.0,0.0,0.0
490266,2020-01-20,Gyeonggi-do,Goyang,All,0,0,0,0.0,0.0,0.0,0.0
490294,2020-01-20,Gyeongsangbuk-do,Gumi,All,0,0,0,0.0,0.0,0.0,0.0
490267,2020-01-20,Gyeonggi-do,Gunpo,All,0,0,0,0.0,0.0,0.0,0.0
490332,2020-01-20,Jeollabuk-do,Gunsan,All,0,0,0,0.0,0.0,0.0,0.0
