,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
196167,2020-01-20,Gyeongsangbuk-do,Andong,female,50,0,0,0.0,0.0,0.0,0.0
196139,2020-01-20,Gyeonggi-do,Ansan,female,50,0,0,0.0,0.0,0.0,0.0
196140,2020-01-20,Gyeonggi-do,Anseong,female,50,0,0,0.0,0.0,0.0,0.0
196141,2020-01-20,Gyeonggi-do,Anyang,female,50,0,0,0.0,0.0,0.0,0.0
196102,2020-01-20,Chungcheongnam-do,Asan,female,50,0,0,0.0,0.0,0.0,0.0
196168,2020-01-20,Gyeongsangbuk-do,Bonghwa,female,50,0,0,0.0,0.0,0.0,0.0
196142,2020-01-20,Gyeonggi-do,Bucheon,female,50,0,0,0.0,0.0,0.0,0.0
196080,2020-01-20,Busan,Buk,female,50,0,0,0.0,0.0,0.0,0.0
196118,2020-01-20,Daegu,Buk,female,50,0,0,0.0,0.0,0.0,0.0
196135,2020-01-20,Gwangju,Buk,female,50,0,0,0.0,0.0,0.0,0.0
196247,2020-01-20,Ulsan,Buk,female,50,0,0,0.0,0.0,0.0,0.0
196201,2020-01-20,Incheon,Bupyeong,female,50,0,0,0.0,0.0,0.0,0.0
196081,2020-01-20,Busan,Busanjin,female,50,0,0,0.0,0.0,0.0,0.0
196103,2020-01-20,Chungcheongnam-do,Buyeo,female,50,0,0,0.0,0.0,0.0,0.0
196186,2020-01-20,Gyeongsangnam-do,Changnyeong,female,50,0,0,0.0,0.0,0.0,0.0
196187,2020-01-20,Gyeongsangnam-do,Changwon,female,50,0,0,0.0,0.0,0.0,0.0
196104,2020-01-20,Chungcheongnam-do,Cheonan,female,50,0,0,0.0,0.0,0.0,0.0
196169,2020-01-20,Gyeongsangbuk-do,Cheongdo,female,50,0,0,0.0,0.0,0.0,0.0
196095,2020-01-20,Chungcheongbuk-do,Cheongju,female,50,0,0,0.0,0.0,0.0,0.0
196170,2020-01-20,Gyeongsangbuk-do,Cheongsong,female,50,0,0,0.0,0.0,0.0,0.0
196124,2020-01-20,Gangwon-do,Cheorwon,female,50,0,0,0.0,0.0,0.0,0.0
196171,2020-01-20,Gyeongsangbuk-do,Chilgok,female,50,0,0,0.0,0.0,0.0,0.0
196125,2020-01-20,Gangwon-do,Chuncheon,female,50,0,0,0.0,0.0,0.0,0.0
196096,2020-01-20,Chungcheongbuk-do,Chungju,female,50,0,0,0.0,0.0,0.0,0.0
196119,2020-01-20,Daejeon,Daedeok,female,50,0,0,0.0,0.0,0.0,0.0
196111,2020-01-20,Daegu,Dalseo,female,50,0,0,0.0,0.0,0.0,0.0
196112,2020-01-20,Daegu,Dalseong,female,50,0,0,0.0,0.0,0.0,0.0
196097,2020-01-20,Chungcheongbuk-do,Danyang,female,50,0,0,0.0,0.0,0.0,0.0
196222,2020-01-20,Seoul,Dobong,female,50,0,0,0.0,0.0,0.0,0.0
196082,2020-01-20,Busan,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196113,2020-01-20,Daegu,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196120,2020-01-20,Daejeon,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196136,2020-01-20,Gwangju,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196202,2020-01-20,Incheon,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196248,2020-01-20,Ulsan,Dong,female,50,0,0,0.0,0.0,0.0,0.0
196223,2020-01-20,Seoul,Dongdaemun,female,50,0,0,0.0,0.0,0.0,0.0
196143,2020-01-20,Gyeonggi-do,Dongducheon,female,50,0,0,0.0,0.0,0.0,0.0
196224,2020-01-20,Seoul,Dongjak,female,50,0,0,0.0,0.0,0.0,0.0
196083,2020-01-20,Busan,Dongnae,female,50,0,0,0.0,0.0,0.0,0.0
