,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
411855,2020-01-20,Gyeongsangbuk-do,Andong,male,100,0,0,0.0,0.0,0.0,0.0
411827,2020-01-20,Gyeonggi-do,Ansan,male,100,0,0,0.0,0.0,0.0,0.0
411828,2020-01-20,Gyeonggi-do,Anseong,male,100,0,0,0.0,0.0,0.0,0.0
411829,2020-01-20,Gyeonggi-do,Anyang,male,100,0,0,0.0,0.0,0.0,0.0
411790,2020-01-20,Chungcheongnam-do,Asan,male,100,0,0,0.0,0.0,0.0,0.0
411856,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,100,0,0,0.0,0.0,,0.0
411830,2020-01-20,Gyeonggi-do,Bucheon,male,100,0,0,0.0,0.0,0.0,0.0
411768,2020-01-20,Busan,Buk,male,100,0,0,0.0,0.0,0.0,0.0
411806,2020-01-20,Daegu,Buk,male,100,0,0,0.0,0.0,0.0,0.0
411823,2020-01-20,Gwangju,Buk,male,100,0,0,0.0,0.0,0.0,0.0
411935,2020-01-20,Ulsan,Buk,male,100,0,0,0.0,0.0,0.0,0.0
411889,2020-01-20,Incheon,Bupyeong,male,100,0,0,0.0,0.0,0.0,0.0
411769,2020-01-20,Busan,Busanjin,male,100,0,0,0.0,0.0,0.0,0.0
411791,2020-01-20,Chungcheongnam-do,Buyeo,male,100,0,0,0.0,0.0,,0.0
411874,2020-01-20,Gyeongsangnam-do,Changnyeong,male,100,0,0,0.0,0.0,,0.0
411875,2020-01-20,Gyeongsangnam-do,Changwon,male,100,0,0,0.0,0.0,0.0,0.0
411792,2020-01-20,Chungcheongnam-do,Cheonan,male,100,0,0,0.0,0.0,0.0,0.0
411857,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,100,0,0,0.0,0.0,,0.0
411783,2020-01-20,Chungcheongbuk-do,Cheongju,male,100,0,0,0.0,0.0,0.0,0.0
411858,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,100,0,0,0.0,0.0,,0.0
411812,2020-01-20,Gangwon-do,Cheorwon,male,100,0,0,0.0,0.0,,0.0
411859,2020-01-20,Gyeongsangbuk-do,Chilgok,male,100,0,0,0.0,0.0,0.0,0.0
411813,2020-01-20,Gangwon-do,Chuncheon,male,100,0,0,0.0,0.0,0.0,0.0
411784,2020-01-20,Chungcheongbuk-do,Chungju,male,100,0,0,0.0,0.0,0.0,0.0
411807,2020-01-20,Daejeon,Daedeok,male,100,0,0,0.0,0.0,0.0,0.0
411799,2020-01-20,Daegu,Dalseo,male,100,0,0,0.0,0.0,0.0,0.0
411800,2020-01-20,Daegu,Dalseong,male,100,0,0,0.0,0.0,0.0,0.0
411785,2020-01-20,Chungcheongbuk-do,Danyang,male,100,0,0,0.0,0.0,,0.0
411910,2020-01-20,Seoul,Dobong,male,100,0,0,0.0,0.0,0.0,0.0
411770,2020-01-20,Busan,Dong,male,100,0,0,0.0,0.0,0.0,0.0
411801,2020-01-20,Daegu,Dong,male,100,0,0,0.0,0.0,0.0,0.0
411808,2020-01-20,Daejeon,Dong,male,100,0,0,0.0,0.0,0.0,0.0
411824,2020-01-20,Gwangju,Dong,male,100,0,0,0.0,0.0,0.0,0.0
411890,2020-01-20,Incheon,Dong,male,100,0,0,0.0,0.0,,0.0
411936,2020-01-20,Ulsan,Dong,male,100,0,0,0.0,0.0,0.0,0.0
411911,2020-01-20,Seoul,Dongdaemun,male,100,0,0,0.0,0.0,0.0,0.0
411831,2020-01-20,Gyeonggi-do,Dongducheon,male,100,0,0,0.0,0.0,,0.0
411912,2020-01-20,Seoul,Dongjak,male,100,0,0,0.0,0.0,0.0,0.0
411771,2020-01-20,Busan,Dongnae,male,100,0,0,0.0,0.0,0.0,0.0
411786,2020-01-20,Chungcheongbuk-do,Eumseong,male,100,0,0,0.0,0.0,,0.0
411913,2020-01-20,Seoul,Eunpyeong,male,100,0,0,0.0,0.0,0.0,0.0
411914,2020-01-20,Seoul,Gangbuk,male,100,0,0,0.0,0.0,0.0,0.0
411915,2020-01-20,Seoul,Gangdong,male,100,0,0,0.0,0.0,0.0,0.0
411891,2020-01-20,Incheon,Ganghwa,male,100,0,0,0.0,0.0,,0.0
411916,2020-01-20,Seoul,Gangnam,male,100,0,0,0.0,0.0,0.0,0.0
411814,2020-01-20,Gangwon-do,Gangneung,male,100,0,0,0.0,0.0,0.0,0.0
