,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
254991,2020-01-20,Gyeongsangbuk-do,Andong,male,60,0,0,0.0,0.0,0.0,0.0
254963,2020-01-20,Gyeonggi-do,Ansan,male,60,0,0,0.0,0.0,0.0,0.0
254964,2020-01-20,Gyeonggi-do,Anseong,male,60,0,0,0.0,0.0,0.0,0.0
254965,2020-01-20,Gyeonggi-do,Anyang,male,60,0,0,0.0,0.0,0.0,0.0
254926,2020-01-20,Chungcheongnam-do,Asan,male,60,0,0,0.0,0.0,0.0,0.0
254992,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,60,0,0,0.0,0.0,0.0,0.0
254966,2020-01-20,Gyeonggi-do,Bucheon,male,60,0,0,0.0,0.0,0.0,0.0
254904,2020-01-20,Busan,Buk,male,60,0,0,0.0,0.0,0.0,0.0
254942,2020-01-20,Daegu,Buk,male,60,0,0,0.0,0.0,0.0,0.0
254959,2020-01-20,Gwangju,Buk,male,60,0,0,0.0,0.0,0.0,0.0
255071,2020-01-20,Ulsan,Buk,male,60,0,0,0.0,0.0,0.0,0.0
255025,2020-01-20,Incheon,Bupyeong,male,60,0,0,0.0,0.0,0.0,0.0
254905,2020-01-20,Busan,Busanjin,male,60,0,0,0.0,0.0,0.0,0.0
254927,2020-01-20,Chungcheongnam-do,Buyeo,male,60,0,0,0.0,0.0,0.0,0.0
255010,2020-01-20,Gyeongsangnam-do,Changnyeong,male,60,0,0,0.0,0.0,0.0,0.0
255011,2020-01-20,Gyeongsangnam-do,Changwon,male,60,0,0,0.0,0.0,0.0,0.0
254928,2020-01-20,Chungcheongnam-do,Cheonan,male,60,0,0,0.0,0.0,0.0,0.0
254993,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,60,0,0,0.0,0.0,0.0,0.0
254919,2020-01-20,Chungcheongbuk-do,Cheongju,male,60,0,0,0.0,0.0,0.0,0.0
254994,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,60,0,0,0.0,0.0,0.0,0.0
254948,2020-01-20,Gangwon-do,Cheorwon,male,60,0,0,0.0,0.0,0.0,0.0
254995,2020-01-20,Gyeongsangbuk-do,Chilgok,male,60,0,0,0.0,0.0,0.0,0.0
254949,2020-01-20,Gangwon-do,Chuncheon,male,60,0,0,0.0,0.0,0.0,0.0
254920,2020-01-20,Chungcheongbuk-do,Chungju,male,60,0,0,0.0,0.0,0.0,0.0
254943,2020-01-20,Daejeon,Daedeok,male,60,0,0,0.0,0.0,0.0,0.0
254935,2020-01-20,Daegu,Dalseo,male,60,0,0,0.0,0.0,0.0,0.0
254936,2020-01-20,Daegu,Dalseong,male,60,0,0,0.0,0.0,0.0,0.0
254921,2020-01-20,Chungcheongbuk-do,Danyang,male,60,0,0,0.0,0.0,0.0,0.0
255046,2020-01-20,Seoul,Dobong,male,60,0,0,0.0,0.0,0.0,0.0
254906,2020-01-20,Busan,Dong,male,60,0,0,0.0,0.0,0.0,0.0
254937,2020-01-20,Daegu,Dong,male,60,0,0,0.0,0.0,0.0,0.0
254944,2020-01-20,Daejeon,Dong,male,60,0,0,0.0,0.0,0.0,0.0
254960,2020-01-20,Gwangju,Dong,male,60,0,0,0.0,0.0,0.0,0.0
