,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
372639,2020-01-20,Gyeongsangbuk-do,Andong,male,90,0,0,0.0,0.0,0.0,0.0
372611,2020-01-20,Gyeonggi-do,Ansan,male,90,0,0,0.0,0.0,0.0,0.0
372612,2020-01-20,Gyeonggi-do,Anseong,male,90,0,0,0.0,0.0,0.0,0.0
372613,2020-01-20,Gyeonggi-do,Anyang,male,90,0,0,0.0,0.0,0.0,0.0
372574,2020-01-20,Chungcheongnam-do,Asan,male,90,0,0,0.0,0.0,0.0,0.0
372640,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,90,0,0,0.0,0.0,0.0,0.0
372614,2020-01-20,Gyeonggi-do,Bucheon,male,90,0,0,0.0,0.0,0.0,0.0
372552,2020-01-20,Busan,Buk,male,90,0,0,0.0,0.0,0.0,0.0
372590,2020-01-20,Daegu,Buk,male,90,0,0,0.0,0.0,0.0,0.0
372607,2020-01-20,Gwangju,Buk,male,90,0,0,0.0,0.0,0.0,0.0
372719,2020-01-20,Ulsan,Buk,male,90,0,0,0.0,0.0,0.0,0.0
372673,2020-01-20,Incheon,Bupyeong,male,90,0,0,0.0,0.0,0.0,0.0
372553,2020-01-20,Busan,Busanjin,male,90,0,0,0.0,0.0,0.0,0.0
372575,2020-01-20,Chungcheongnam-do,Buyeo,male,90,0,0,0.0,0.0,0.0,0.0
372658,2020-01-20,Gyeongsangnam-do,Changnyeong,male,90,0,0,0.0,0.0,0.0,0.0
372659,2020-01-20,Gyeongsangnam-do,Changwon,male,90,0,0,0.0,0.0,0.0,0.0
372576,2020-01-20,Chungcheongnam-do,Cheonan,male,90,0,0,0.0,0.0,0.0,0.0
372641,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,90,0,0,0.0,0.0,0.0,0.0
372567,2020-01-20,Chungcheongbuk-do,Cheongju,male,90,0,0,0.0,0.0,0.0,0.0
372642,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,90,0,0,0.0,0.0,0.0,0.0
372596,2020-01-20,Gangwon-do,Cheorwon,male,90,0,0,0.0,0.0,0.0,0.0
372643,2020-01-20,Gyeongsangbuk-do,Chilgok,male,90,0,0,0.0,0.0,0.0,0.0
