,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
509895,2020-01-20,Gyeongsangbuk-do,Andong,All,10,0,0,0.0,0.0,0.0,0.0
509867,2020-01-20,Gyeonggi-do,Ansan,All,10,0,0,0.0,0.0,0.0,0.0
509868,2020-01-20,Gyeonggi-do,Anseong,All,10,0,0,0.0,0.0,0.0,0.0
509869,2020-01-20,Gyeonggi-do,Anyang,All,10,0,0,0.0,0.0,0.0,0.0
509830,2020-01-20,Chungcheongnam-do,Asan,All,10,0,0,0.0,0.0,0.0,0.0
509896,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,10,0,0,0.0,0.0,0.0,0.0
509870,2020-01-20,Gyeonggi-do,Bucheon,All,10,0,0,0.0,0.0,0.0,0.0
509808,2020-01-20,Busan,Buk,All,10,0,0,0.0,0.0,0.0,0.0
509846,2020-01-20,Daegu,Buk,All,10,0,0,0.0,0.0,0.0,0.0
509863,2020-01-20,Gwangju,Buk,All,10,0,0,0.0,0.0,0.0,0.0
509975,2020-01-20,Ulsan,Buk,All,10,0,0,0.0,0.0,0.0,0.0
509929,2020-01-20,Incheon,Bupyeong,All,10,0,0,0.0,0.0,0.0,0.0
509809,2020-01-20,Busan,Busanjin,All,10,0,0,0.0,0.0,0.0,0.0
509831,2020-01-20,Chungcheongnam-do,Buyeo,All,10,0,0,0.0,0.0,0.0,0.0
509914,2020-01-20,Gyeongsangnam-do,Changnyeong,All,10,0,0,0.0,0.0,0.0,0.0
509915,2020-01-20,Gyeongsangnam-do,Changwon,All,10,0,0,0.0,0.0,0.0,0.0
509832,2020-01-20,Chungcheongnam-do,Cheonan,All,10,0,0,0.0,0.0,0.0,0.0
509897,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,10,0,0,0.0,0.0,0.0,0.0
509823,2020-01-20,Chungcheongbuk-do,Cheongju,All,10,0,0,0.0,0.0,0.0,0.0
509898,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,10,0,0,0.0,0.0,0.0,0.0
509852,2020-01-20,Gangwon-do,Cheorwon,All,10,0,0,0.0,0.0,0.0,0.0
509899,2020-01-20,Gyeongsangbuk-do,Chilgok,All,10,0,0,0.0,0.0,0.0,0.0
509853,2020-01-20,Gangwon-do,Chuncheon,All,10,0,0,0.0,0.0,0.0,0.0
509824,2020-01-20,Chungcheongbuk-do,Chungju,All,10,0,0,0.0,0.0,0.0,0.0
509847,2020-01-20,Daejeon,Daedeok,All,10,0,0,0.0,0.0,0.0,0.0
509839,2020-01-20,Daegu,Dalseo,All,10,0,0,0.0,0.0,0.0,0.0
509840,2020-01-20,Daegu,Dalseong,All,10,0,0,0.0,0.0,0.0,0.0
509825,2020-01-20,Chungcheongbuk-do,Danyang,All,10,0,0,0.0,0.0,0.0,0.0
509950,2020-01-20,Seoul,Dobong,All,10,0,0,0.0,0.0,0.0,0.0
509810,2020-01-20,Busan,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509841,2020-01-20,Daegu,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509848,2020-01-20,Daejeon,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509864,2020-01-20,Gwangju,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509930,2020-01-20,Incheon,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509976,2020-01-20,Ulsan,Dong,All,10,0,0,0.0,0.0,0.0,0.0
509951,2020-01-20,Seoul,Dongdaemun,All,10,0,0,0.0,0.0,0.0,0.0
509871,2020-01-20,Gyeonggi-do,Dongducheon,All,10,0,0,0.0,0.0,0.0,0.0
509952,2020-01-20,Seoul,Dongjak,All,10,0,0,0.0,0.0,0.0,0.0
509811,2020-01-20,Busan,Dongnae,All,10,0,0,0.0,0.0,0.0,0.0
509826,2020-01-20,Chungcheongbuk-do,Eumseong,All,10,0,0,0.0,0.0,0.0,0.0
509953,2020-01-20,Seoul,Eunpyeong,All,10,0,0,0.0,0.0,0.0,0.0
509954,2020-01-20,Seoul,Gangbuk,All,10,0,0,0.0,0.0,0.0,0.0
509955,2020-01-20,Seoul,Gangdong,All,10,0,0,0.0,0.0,0.0,0.0
509931,2020-01-20,Incheon,Ganghwa,All,10,0,0,0.0,0.0,0.0,0.0
509956,2020-01-20,Seoul,Gangnam,All,10,0,0,0.0,0.0,0.0,0.0
509854,2020-01-20,Gangwon-do,Gangneung,All,10,0,0,0.0,0.0,0.0,0.0
509812,2020-01-20,Busan,Gangseo,All,10,0,0,0.0,0.0,0.0,0.0
509957,2020-01-20,Seoul,Gangseo,All,10,0,0,0.0,0.0,0.0,0.0
509872,2020-01-20,Gyeonggi-do,Gapyeong,All,10,0,0,0.0,0.0,0.0,0.0
509916,2020-01-20,Gyeongsangnam-do,Geochang,All,10,0,0,0.0,0.0,0.0,0.0
509917,2020-01-20,Gyeongsangnam-do,Geoje,All,10,0,0,0.0,0.0,0.0,0.0
509958,2020-01-20,Seoul,Geumcheon,All,10,0,0,0.0,0.0,0.0,0.0
509813,2020-01-20,Busan,Geumjeong,All,10,0,0,0.0,0.0,0.0,0.0
509814,2020-01-20,Busan,Gijang,All,10,0,0,0.0,0.0,0.0,0.0
509900,2020-01-20,Gyeongsangbuk-do,Gimcheon,All,10,0,0,0.0,0.0,0.0,0.0
509918,2020-01-20,Gyeongsangnam-do,Gimhae,All,10,0,0,0.0,0.0,0.0,0.0
509939,2020-01-20,Jeollabuk-do,Gimje,All,10,0,0,0.0,0.0,0.0,0.0
509873,2020-01-20,Gyeonggi-do,Gimpo,All,10,0,0,0.0,0.0,0.0,0.0
509827,2020-01-20,Chungcheongbuk-do,Goesan,All,10,0,0,0.0,0.0,0.0,0.0
509901,2020-01-20,Gyeongsangbuk-do,Goryeong,All,10,0,0,0.0,0.0,0.0,0.0
509862,2020-01-20,Gangwon-do,Goseong,All,10,0,0,0.0,0.0,0.0,0.0
509919,2020-01-20,Gyeongsangnam-do,Goseong,All,10,0,0,0.0,0.0,0.0,0.0
509874,2020-01-20,Gyeonggi-do,Goyang,All,10,0,0,0.0,0.0,0.0,0.0
509902,2020-01-20,Gyeongsangbuk-do,Gumi,All,10,0,0,0.0,0.0,0.0,0.0
509875,2020-01-20,Gyeonggi-do,Gunpo,All,10,0,0,0.0,0.0,0.0,0.0
509940,2020-01-20,Jeollabuk-do,Gunsan,All,10,0,0,0.0,0.0,0.0,0.0
509876,2020-01-20,Gyeonggi-do,Guri,All,10,0,0,0.0,0.0,0.0,0.0
509959,2020-01-20,Seoul,Guro,All,10,0,0,0.0,0.0,0.0,0.0
509877,2020-01-20,Gyeonggi-do,Gwacheon,All,10,0,0,0.0,0.0,0.0,0.0
509960,2020-01-20,Seoul,Gwanak,All,10,0,0,0.0,0.0,0.0,0.0
509961,2020-01-20,Seoul,Gwangjin,All,10,0,0,0.0,0.0,0.0,0.0
509878,2020-01-20,Gyeonggi-do,Gwangju,All,10,0,0,0.0,0.0,0.0,0.0
509879,2020-01-20,Gyeonggi-do,Gwangmyeong,All,10,0,0,0.0,0.0,0.0,0.0
509944,2020-01-20,Jeollanam-do,Gwangyang,All,10,0,0,0.0,0.0,0.0,0.0
509903,2020-01-20,Gyeongsangbuk-do,Gyeongju,All,10,0,0,0.0,0.0,0.0,0.0
509904,2020-01-20,Gyeongsangbuk-do,Gyeongsan,All,10,0,0,0.0,0.0,0.0,0.0
509833,2020-01-20,Chungcheongnam-do,Gyeryong,All,10,0,0,0.0,0.0,0.0,0.0
509932,2020-01-20,Incheon,Gyeyang,All,10,0,0,0.0,0.0,0.0,0.0
509815,2020-01-20,Busan,Haeundae,All,10,0,0,0.0,0.0,0.0,0.0
