,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
19695,2020-01-20,Gyeongsangbuk-do,Andong,male,0,0,0,0.0,0.0,0.0,0.0
19667,2020-01-20,Gyeonggi-do,Ansan,male,0,0,0,0.0,0.0,0.0,0.0
19668,2020-01-20,Gyeonggi-do,Anseong,male,0,0,0,0.0,0.0,0.0,0.0
19669,2020-01-20,Gyeonggi-do,Anyang,male,0,0,0,0.0,0.0,0.0,0.0
19630,2020-01-20,Chungcheongnam-do,Asan,male,0,0,0,0.0,0.0,0.0,0.0
19696,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,0,0,0,0.0,0.0,0.0,0.0
19670,2020-01-20,Gyeonggi-do,Bucheon,male,0,0,0,0.0,0.0,0.0,0.0
19608,2020-01-20,Busan,Buk,male,0,0,0,0.0,0.0,0.0,0.0
19646,2020-01-20,Daegu,Buk,male,0,0,0,0.0,0.0,0.0,0.0
19663,2020-01-20,Gwangju,Buk,male,0,0,0,0.0,0.0,0.0,0.0
19775,2020-01-20,Ulsan,Buk,male,0,0,0,0.0,0.0,0.0,0.0
19729,2020-01-20,Incheon,Bupyeong,male,0,0,0,0.0,0.0,0.0,0.0
19609,2020-01-20,Busan,Busanjin,male,0,0,0,0.0,0.0,0.0,0.0
19631,2020-01-20,Chungcheongnam-do,Buyeo,male,0,0,0,0.0,0.0,0.0,0.0
19714,2020-01-20,Gyeongsangnam-do,Changnyeong,male,0,0,0,0.0,0.0,0.0,0.0
19715,2020-01-20,Gyeongsangnam-do,Changwon,male,0,0,0,0.0,0.0,0.0,0.0
19632,2020-01-20,Chungcheongnam-do,Cheonan,male,0,0,0,0.0,0.0,0.0,0.0
19697,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,0,0,0,0.0,0.0,0.0,0.0
19623,2020-01-20,Chungcheongbuk-do,Cheongju,male,0,0,0,0.0,0.0,0.0,0.0
19698,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,0,0,0,0.0,0.0,0.0,0.0
19652,2020-01-20,Gangwon-do,Cheorwon,male,0,0,0,0.0,0.0,0.0,0.0
19699,2020-01-20,Gyeongsangbuk-do,Chilgok,male,0,0,0,0.0,0.0,0.0,0.0
19653,2020-01-20,Gangwon-do,Chuncheon,male,0,0,0,0.0,0.0,0.0,0.0
19624,2020-01-20,Chungcheongbuk-do,Chungju,male,0,0,0,0.0,0.0,0.0,0.0
19647,2020-01-20,Daejeon,Daedeok,male,0,0,0,0.0,0.0,0.0,0.0
19639,2020-01-20,Daegu,Dalseo,male,0,0,0,0.0,0.0,0.0,0.0
19640,2020-01-20,Daegu,Dalseong,male,0,0,0,0.0,0.0,0.0,0.0
19625,2020-01-20,Chungcheongbuk-do,Danyang,male,0,0,0,0.0,0.0,0.0,0.0
19750,2020-01-20,Seoul,Dobong,male,0,0,0,0.0,0.0,0.0,0.0
19610,2020-01-20,Busan,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19641,2020-01-20,Daegu,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19648,2020-01-20,Daejeon,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19664,2020-01-20,Gwangju,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19730,2020-01-20,Incheon,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19776,2020-01-20,Ulsan,Dong,male,0,0,0,0.0,0.0,0.0,0.0
19751,2020-01-20,Seoul,Dongdaemun,male,0,0,0,0.0,0.0,0.0,0.0
19671,2020-01-20,Gyeonggi-do,Dongducheon,male,0,0,0,0.0,0.0,0.0,0.0
19752,2020-01-20,Seoul,Dongjak,male,0,0,0,0.0,0.0,0.0,0.0
19611,2020-01-20,Busan,Dongnae,male,0,0,0,0.0,0.0,0.0,0.0
19626,2020-01-20,Chungcheongbuk-do,Eumseong,male,0,0,0,0.0,0.0,0.0,0.0
19753,2020-01-20,Seoul,Eunpyeong,male,0,0,0,0.0,0.0,0.0,0.0
19754,2020-01-20,Seoul,Gangbuk,male,0,0,0,0.0,0.0,0.0,0.0
19755,2020-01-20,Seoul,Gangdong,male,0,0,0,0.0,0.0,0.0,0.0
19731,2020-01-20,Incheon,Ganghwa,male,0,0,0,0.0,0.0,0.0,0.0
19756,2020-01-20,Seoul,Gangnam,male,0,0,0,0.0,0.0,0.0,0.0
19654,2020-01-20,Gangwon-do,Gangneung,male,0,0,0,0.0,0.0,0.0,0.0
19612,2020-01-20,Busan,Gangseo,male,0,0,0,0.0,0.0,0.0,0.0
19757,2020-01-20,Seoul,Gangseo,male,0,0,0,0.0,0.0,0.0,0.0
19672,2020-01-20,Gyeonggi-do,Gapyeong,male,0,0,0,0.0,0.0,0.0,0.0
19716,2020-01-20,Gyeongsangnam-do,Geochang,male,0,0,0,0.0,0.0,0.0,0.0
19717,2020-01-20,Gyeongsangnam-do,Geoje,male,0,0,0,0.0,0.0,0.0,0.0
19758,2020-01-20,Seoul,Geumcheon,male,0,0,0,0.0,0.0,0.0,0.0
19613,2020-01-20,Busan,Geumjeong,male,0,0,0,0.0,0.0,0.0,0.0
19614,2020-01-20,Busan,Gijang,male,0,0,0,0.0,0.0,0.0,0.0
19700,2020-01-20,Gyeongsangbuk-do,Gimcheon,male,0,0,0,0.0,0.0,0.0,0.0
19718,2020-01-20,Gyeongsangnam-do,Gimhae,male,0,0,0,0.0,0.0,0.0,0.0
19739,2020-01-20,Jeollabuk-do,Gimje,male,0,0,0,0.0,0.0,0.0,0.0
19673,2020-01-20,Gyeonggi-do,Gimpo,male,0,0,0,0.0,0.0,0.0,0.0
19627,2020-01-20,Chungcheongbuk-do,Goesan,male,0,0,0,0.0,0.0,0.0,0.0
