,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
87,2020-01-20,Gyeongsangbuk-do,Andong,female,0,0,0,0.0,0.0,0.0,0.0
59,2020-01-20,Gyeonggi-do,Ansan,female,0,0,0,0.0,0.0,0.0,0.0
60,2020-01-20,Gyeonggi-do,Anseong,female,0,0,0,0.0,0.0,0.0,0.0
61,2020-01-20,Gyeonggi-do,Anyang,female,0,0,0,0.0,0.0,0.0,0.0
22,2020-01-20,Chungcheongnam-do,Asan,female,0,0,0,0.0,0.0,0.0,0.0
88,2020-01-20,Gyeongsangbuk-do,Bonghwa,female,0,0,0,0.0,0.0,0.0,0.0
62,2020-01-20,Gyeonggi-do,Bucheon,female,0,0,0,0.0,0.0,0.0,0.0
0,2020-01-20,Busan,Buk,female,0,0,0,0.0,0.0,0.0,0.0
38,2020-01-20,Daegu,Buk,female,0,0,0,0.0,0.0,0.0,0.0
55,2020-01-20,Gwangju,Buk,female,0,0,0,0.0,0.0,0.0,0.0
167,2020-01-20,Ulsan,Buk,female,0,0,0,0.0,0.0,0.0,0.0
121,2020-01-20,Incheon,Bupyeong,female,0,0,0,0.0,0.0,0.0,0.0
1,2020-01-20,Busan,Busanjin,female,0,0,0,0.0,0.0,0.0,0.0
23,2020-01-20,Chungcheongnam-do,Buyeo,female,0,0,0,0.0,0.0,0.0,0.0
106,2020-01-20,Gyeongsangnam-do,Changnyeong,female,0,0,0,0.0,0.0,0.0,0.0
107,2020-01-20,Gyeongsangnam-do,Changwon,female,0,0,0,0.0,0.0,0.0,0.0
24,2020-01-20,Chungcheongnam-do,Cheonan,female,0,0,0,0.0,0.0,0.0,0.0
89,2020-01-20,Gyeongsangbuk-do,Cheongdo,female,0,0,0,0.0,0.0,0.0,0.0
15,2020-01-20,Chungcheongbuk-do,Cheongju,female,0,0,0,0.0,0.0,0.0,0.0
90,2020-01-20,Gyeongsangbuk-do,Cheongsong,female,0,0,0,0.0,0.0,0.0,0.0
44,2020-01-20,Gangwon-do,Cheorwon,female,0,0,0,0.0,0.0,0.0,0.0
91,2020-01-20,Gyeongsangbuk-do,Chilgok,female,0,0,0,0.0,0.0,0.0,0.0
45,2020-01-20,Gangwon-do,Chuncheon,female,0,0,0,0.0,0.0,0.0,0.0
16,2020-01-20,Chungcheongbuk-do,Chungju,female,0,0,0,0.0,0.0,0.0,0.0
39,2020-01-20,Daejeon,Daedeok,female,0,0,0,0.0,0.0,0.0,0.0
31,2020-01-20,Daegu,Dalseo,female,0,0,0,0.0,0.0,0.0,0.0
32,2020-01-20,Daegu,Dalseong,female,0,0,0,0.0,0.0,0.0,0.0
17,2020-01-20,Chungcheongbuk-do,Danyang,female,0,0,0,0.0,0.0,0.0,0.0
142,2020-01-20,Seoul,Dobong,female,0,0,0,0.0,0.0,0.0,0.0
2,2020-01-20,Busan,Dong,female,0,0,0,0.0,0.0,0.0,0.0
33,2020-01-20,Daegu,Dong,female,0,0,0,0.0,0.0,0.0,0.0
40,2020-01-20,Daejeon,Dong,female,0,0,0,0.0,0.0,0.0,0.0
56,2020-01-20,Gwangju,Dong,female,0,0,0,0.0,0.0,0.0,0.0
122,2020-01-20,Incheon,Dong,female,0,0,0,0.0,0.0,0.0,0.0
168,2020-01-20,Ulsan,Dong,female,0,0,0,0.0,0.0,0.0,0.0
143,2020-01-20,Seoul,Dongdaemun,female,0,0,0,0.0,0.0,0.0,0.0
63,2020-01-20,Gyeonggi-do,Dongducheon,female,0,0,0,0.0,0.0,0.0,0.0
144,2020-01-20,Seoul,Dongjak,female,0,0,0,0.0,0.0,0.0,0.0
3,2020-01-20,Busan,Dongnae,female,0,0,0,0.0,0.0,0.0,0.0
18,2020-01-20,Chungcheongbuk-do,Eumseong,female,0,0,0,0.0,0.0,0.0,0.0
145,2020-01-20,Seoul,Eunpyeong,female,0,0,0,0.0,0.0,0.0,0.0
146,2020-01-20,Seoul,Gangbuk,female,0,0,0,0.0,0.0,0.0,0.0
147,2020-01-20,Seoul,Gangdong,female,0,0,0,0.0,0.0,0.0,0.0
123,2020-01-20,Incheon,Ganghwa,female,0,0,0,0.0,0.0,0.0,0.0
148,2020-01-20,Seoul,Gangnam,female,0,0,0,0.0,0.0,0.0,0.0
46,2020-01-20,Gangwon-do,Gangneung,female,0,0,0,0.0,0.0,0.0,0.0
4,2020-01-20,Busan,Gangseo,female,0,0,0,0.0,0.0,0.0,0.0
149,2020-01-20,Seoul,Gangseo,female,0,0,0,0.0,0.0,0.0,0.0
64,2020-01-20,Gyeonggi-do,Gapyeong,female,0,0,0,0.0,0.0,0.0,0.0
