,date,province,confirmed,deceased
669,2020-02-28,Ulsan,14,0
670,2020-02-28,Sejong,1,0
671,2020-02-28,Gyeonggi-do,72,1
672,2020-02-28,Gangwon-do,7,0
673,2020-02-28,Chungcheongbuk-do,9,0
674,2020-02-28,Chungcheongnam-do,35,0
675,2020-02-28,Jeollabuk-do,5,0
676,2020-02-28,Jeollanam-do,1,0
677,2020-02-28,Gyeongsangbuk-do,409,6
678,2020-02-28,Gyeongsangnam-do,49,0
679,2020-02-28,Jeju-do,2,0
680,2020-02-29,Seoul,77,0
681,2020-02-29,Busan,80,0
682,2020-02-29,Daegu,2236,10
683,2020-02-29,Incheon,6,0
684,2020-02-29,Gwangju,9,0
685,2020-02-29,Daejeon,13,0
686,2020-02-29,Ulsan,17,0
687,2020-02-29,Sejong,1,0
688,2020-02-29,Gyeonggi-do,82,1
689,2020-02-29,Gangwon-do,7,0
690,2020-02-29,Chungcheongbuk-do,10,0
691,2020-02-29,Chungcheongnam-do,55,0
692,2020-02-29,Jeollabuk-do,5,0
693,2020-02-29,Jeollanam-do,3,0
694,2020-02-29,Gyeongsangbuk-do,488,6
695,2020-02-29,Gyeongsangnam-do,59,0
696,2020-02-29,Jeju-do,2,0
697,2020-03-01,Seoul,87,0
698,2020-03-01,Busan,83,0
699,2020-03-01,Daegu,2704,11
700,2020-03-01,Incheon,6,0
701,2020-03-01,Gwangju,9,0
702,2020-03-01,Daejeon,13,0
703,2020-03-01,Ulsan,20,0
704,2020-03-01,Sejong,1,0
705,2020-03-01,Gyeonggi-do,89,1
706,2020-03-01,Gangwon-do,15,0
707,2020-03-01,Chungcheongbuk-do,11,0
708,2020-03-01,Chungcheongnam-do,68,0
709,2020-03-01,Jeollabuk-do,6,0
710,2020-03-01,Jeollanam-do,3,0
711,2020-03-01,Gyeongsangbuk-do,556,6
712,2020-03-01,Gyeongsangnam-do,63,0
713,2020-03-01,Jeju-do,2,0
714,2020-03-02,Seoul,91,0
715,2020-03-02,Busan,88,0
716,2020-03-02,Daegu,3081,15
717,2020-03-02,Incheon,7,0
718,2020-03-02,Gwangju,9,0
719,2020-03-02,Daejeon,14,0
720,2020-03-02,Ulsan,20,0
721,2020-03-02,Sejong,1,0
722,2020-03-02,Gyeonggi-do,92,1
723,2020-03-02,Gangwon-do,19,0
724,2020-03-02,Chungcheongbuk-do,11,0
725,2020-03-02,Chungcheongnam-do,78,0
726,2020-03-02,Jeollabuk-do,6,0
727,2020-03-02,Jeollanam-do,5,0
728,2020-03-02,Gyeongsangbuk-do,624,6
729,2020-03-02,Gyeongsangnam-do,64,0
730,2020-03-02,Jeju-do,2,0
731,2020-03-03,Seoul,98,0
732,2020-03-03,Busan,90,0
733,2020-03-03,Daegu,3601,21
734,2020-03-03,Incheon,7,0
735,2020-03-03,Gwangju,11,0
736,2020-03-03,Daejeon,14,0
737,2020-03-03,Ulsan,20,0
738,2020-03-03,Sejong,1,0
739,2020-03-03,Gyeonggi-do,94,1
740,2020-03-03,Gangwon-do,20,0
741,2020-03-03,Chungcheongbuk-do,11,0
742,2020-03-03,Chungcheongnam-do,81,0
743,2020-03-03,Jeollabuk-do,7,0
744,2020-03-03,Jeollanam-do,5,0
745,2020-03-03,Gyeongsangbuk-do,685,6
746,2020-03-03,Gyeongsangnam-do,64,0
747,2020-03-03,Jeju-do,3,0
748,2020-03-04,Seoul,99,0
749,2020-03-04,Busan,92,0
750,2020-03-04,Daegu,4007,25
751,2020-03-04,Incheon,9,0
752,2020-03-04,Gwangju,13,0
753,2020-03-04,Daejeon,15,0
754,2020-03-04,Ulsan,23,0
755,2020-03-04,Sejong,1,0
756,2020-03-04,Gyeonggi-do,101,1
757,2020-03-04,Gangwon-do,21,0
758,2020-03-04,Chungcheongbuk-do,11,0
759,2020-03-04,Chungcheongnam-do,82,0
760,2020-03-04,Jeollabuk-do,7,0
761,2020-03-04,Jeollanam-do,4,0
762,2020-03-04,Gyeongsangbuk-do,774,6
763,2020-03-04,Gyeongsangnam-do,65,0
764,2020-03-04,Jeju-do,3,0
765,2020-03-05,Seoul,103,0
766,2020-03-05,Busan,92,0
767,2020-03-05,Daegu,4328,27
768,2020-03-05,Incheon,9,0
769,2020-03-05,Gwangju,13,0
770,2020-03-05,Daejeon,16,0
771,2020-03-05,Ulsan,23,0
772,2020-03-05,Sejong,1,0
773,2020-03-05,Gyeonggi-do,110,1
774,2020-03-05,Gangwon-do,23,0
775,2020-03-05,Chungcheongbuk-do,12,0
776,2020-03-05,Chungcheongnam-do,86,0
777,2020-03-05,Jeollabuk-do,7,0
778,2020-03-05,Jeollanam-do,4,0
779,2020-03-05,Gyeongsangbuk-do,861,6
780,2020-03-05,Gyeongsangnam-do,74,0
781,2020-03-05,Jeju-do,4,0
782,2020-03-06,Seoul,105,0
783,2020-03-06,Busan,95,0
784,2020-03-06,Daegu,4694,30
785,2020-03-06,Incheon,9,0
786,2020-03-06,Gwangju,13,0
787,2020-03-06,Daejeon,18,0
788,2020-03-06,Ulsan,23,0
789,2020-03-06,Sejong,1,0
790,2020-03-06,Gyeonggi-do,120,1
791,2020-03-06,Gangwon-do,25,0
792,2020-03-06,Chungcheongbuk-do,15,0
793,2020-03-06,Chungcheongnam-do,90,0
794,2020-03-06,Jeollabuk-do,7,0
795,2020-03-06,Jeollanam-do,4,0
796,2020-03-06,Gyeongsangbuk-do,984,10
797,2020-03-06,Gyeongsangnam-do,77,0
798,2020-03-06,Jeju-do,4,0
799,2020-03-07,Seoul,108,0
800,2020-03-07,Busan,96,0
801,2020-03-07,Daegu,5084,31
802,2020-03-07,Incheon,9,0
803,2020-03-07,Gwangju,13,0
804,2020-03-07,Daejeon,18,0
805,2020-03-07,Ulsan,23,0
806,2020-03-07,Sejong,2,0
807,2020-03-07,Gyeonggi-do,130,1
808,2020-03-07,Gangwon-do,26,1
809,2020-03-07,Chungcheongbuk-do,20,0
810,2020-03-07,Chungcheongnam-do,92,0
811,2020-03-07,Jeollabuk-do,7,0
812,2020-03-07,Jeollanam-do,4,0
813,2020-03-07,Gyeongsangbuk-do,1049,10
814,2020-03-07,Gyeongsangnam-do,82,0
815,2020-03-07,Jeju-do,4,0
816,2020-03-08,Seoul,120,0
817,2020-03-08,Busan,96,0
818,2020-03-08,Daegu,5381,35
819,2020-03-08,Incheon,9,0
820,2020-03-08,Gwangju,13,0
821,2020-03-08,Daejeon,18,0
822,2020-03-08,Ulsan,24,0
823,2020-03-08,Sejong,3,0
824,2020-03-08,Gyeonggi-do,141,1
825,2020-03-08,Gangwon-do,27,1
826,2020-03-08,Chungcheongbuk-do,24,0
827,2020-03-08,Chungcheongnam-do,98,0
828,2020-03-08,Jeollabuk-do,7,0
829,2020-03-08,Jeollanam-do,4,0
830,2020-03-08,Gyeongsangbuk-do,1082,13
831,2020-03-08,Gyeongsangnam-do,83,0
832,2020-03-08,Jeju-do,4,0
833,2020-03-09,Seoul,130,0
834,2020-03-09,Busan,96,0
835,2020-03-09,Daegu,5571,35
836,2020-03-09,Incheon,9,0
837,2020-03-09,Gwangju,15,0
838,2020-03-09,Daejeon,18,0
839,2020-03-09,Ulsan,24,0
840,2020-03-09,Sejong,6,0
841,2020-03-09,Gyeonggi-do,153,1
842,2020-03-09,Gangwon-do,28,1
843,2020-03-09,Chungcheongbuk-do,25,0
844,2020-03-09,Chungcheongnam-do,102,0
845,2020-03-09,Jeollabuk-do,7,0
846,2020-03-09,Jeollanam-do,4,0
847,2020-03-09,Gyeongsangbuk-do,1107,14
848,2020-03-09,Gyeongsangnam-do,83,0
849,2020-03-09,Jeju-do,4,0
850,2020-03-10,Seoul,141,0
851,2020-03-10,Busan,96,0
852,2020-03-10,Daegu,5663,38
853,2020-03-10,Incheon,13,0
854,2020-03-10,Gwangju,15,0
855,2020-03-10,Daejeon,18,0
856,2020-03-10,Ulsan,24,0
857,2020-03-10,Sejong,8,0
858,2020-03-10,Gyeonggi-do,163,1
859,2020-03-10,Gangwon-do,28,1
860,2020-03-10,Chungcheongbuk-do,25,0
861,2020-03-10,Chungcheongnam-do,104,0
862,2020-03-10,Jeollabuk-do,7,0
863,2020-03-10,Jeollanam-do,4,0
864,2020-03-10,Gyeongsangbuk-do,1117,14
865,2020-03-10,Gyeongsangnam-do,83,0
866,2020-03-10,Jeju-do,4,0
867,2020-03-11,Seoul,193,0
868,2020-03-11,Busan,98,0
869,2020-03-11,Daegu,5794,44
870,2020-03-11,Incheon,25,0
871,2020-03-11,Gwangju,15,0
872,2020-03-11,Daejeon,18,0
873,2020-03-11,Ulsan,25,0
874,2020-03-11,Sejong,10,0
875,2020-03-11,Gyeonggi-do,175,1
876,2020-03-11,Gangwon-do,29,1
877,2020-03-11,Chungcheongbuk-do,27,0
878,2020-03-11,Chungcheongnam-do,112,0
879,2020-03-11,Jeollabuk-do,7,0
880,2020-03-11,Jeollanam-do,4,0
881,2020-03-11,Gyeongsangbuk-do,1135,14
882,2020-03-11,Gyeongsangnam-do,84,0
883,2020-03-11,Jeju-do,4,0
884,2020-03-12,Seoul,212,0
885,2020-03-12,Busan,99,0
886,2020-03-12,Daegu,5867,48
887,2020-03-12,Incheon,25,0
888,2020-03-12,Gwangju,15,0
889,2020-03-12,Daejeon,20,0
890,2020-03-12,Ulsan,25,0
891,2020-03-12,Sejong,15,0
892,2020-03-12,Gyeonggi-do,178,1
893,2020-03-12,Gangwon-do,29,1
894,2020-03-12,Chungcheongbuk-do,27,0
895,2020-03-12,Chungcheongnam-do,114,0
896,2020-03-12,Jeollabuk-do,7,0
897,2020-03-12,Jeollanam-do,4,0
898,2020-03-12,Gyeongsangbuk-do,1143,16
899,2020-03-12,Gyeongsangnam-do,85,0
900,2020-03-12,Jeju-do,4,0
901,2020-03-13,Seoul,225,0
902,2020-03-13,Busan,100,0
903,2020-03-13,Daegu,5928,48
904,2020-03-13,Incheon,27,0
905,2020-03-13,Gwangju,15,0
906,2020-03-13,Daejeon,22,0
907,2020-03-13,Ulsan,27,0
908,2020-03-13,Sejong,32,0
909,2020-03-13,Gyeonggi-do,185,2
910,2020-03-13,Gangwon-do,29,1
911,2020-03-13,Chungcheongbuk-do,27,0
912,2020-03-13,Chungcheongnam-do,115,0
913,2020-03-13,Jeollabuk-do,7,0
914,2020-03-13,Jeollanam-do,4,0
915,2020-03-13,Gyeongsangbuk-do,1147,16
916,2020-03-13,Gyeongsangnam-do,85,0
917,2020-03-13,Jeju-do,4,0
918,2020-03-14,Seoul,238,0
919,2020-03-14,Busan,103,0
920,2020-03-14,Daegu,5990,51
921,2020-03-14,Incheon,28,0
922,2020-03-14,Gwangju,15,0
923,2020-03-14,Daejeon,22,0
924,2020-03-14,Ulsan,27,0
925,2020-03-14,Sejong,38,0
926,2020-03-14,Gyeonggi-do,200,3
927,2020-03-14,Gangwon-do,29,1
928,2020-03-14,Chungcheongbuk-do,28,0
929,2020-03-14,Chungcheongnam-do,115,0
930,2020-03-14,Jeollabuk-do,7,0
931,2020-03-14,Jeollanam-do,4,0
932,2020-03-14,Gyeongsangbuk-do,1153,17
933,2020-03-14,Gyeongsangnam-do,85,0
934,2020-03-14,Jeju-do,4,0
935,2020-03-15,Seoul,247,0
936,2020-03-15,Busan,106,1
937,2020-03-15,Daegu,6031,53
938,2020-03-15,Incheon,30,0
939,2020-03-15,Gwangju,16,0
940,2020-03-15,Daejeon,22,0
941,2020-03-15,Ulsan,28,0
942,2020-03-15,Sejong,39,0
943,2020-03-15,Gyeonggi-do,211,3
944,2020-03-15,Gangwon-do,29,1
945,2020-03-15,Chungcheongbuk-do,31,0
946,2020-03-15,Chungcheongnam-do,115,0
947,2020-03-15,Jeollabuk-do,7,0
948,2020-03-15,Jeollanam-do,4,0
949,2020-03-15,Gyeongsangbuk-do,1157,17
950,2020-03-15,Gyeongsangnam-do,85,0
951,2020-03-15,Jeju-do,4,0
952,2020-03-16,Seoul,253,0
953,2020-03-16,Busan,107,1
954,2020-03-16,Daegu,6066,53
955,2020-03-16,Incheon,30,0
956,2020-03-16,Gwangju,16,0
957,2020-03-16,Daejeon,22,0
958,2020-03-16,Ulsan,28,0
959,2020-03-16,Sejong,40,0
960,2020-03-16,Gyeonggi-do,231,3
961,2020-03-16,Gangwon-do,29,1
962,2020-03-16,Chungcheongbuk-do,31,0
963,2020-03-16,Chungcheongnam-do,115,0
964,2020-03-16,Jeollabuk-do,7,0
965,2020-03-16,Jeollanam-do,4,0
966,2020-03-16,Gyeongsangbuk-do,1164,17
967,2020-03-16,Gyeongsangnam-do,85,0
968,2020-03-16,Jeju-do,4,0
969,2020-03-17,Seoul,265,0
970,2020-03-17,Busan,107,1
971,2020-03-17,Daegu,6098,57
972,2020-03-17,Incheon,31,0
973,2020-03-17,Gwangju,16,0
974,2020-03-17,Daejeon,22,0
975,2020-03-17,Ulsan,28,0
976,2020-03-17,Sejong,40,0
977,2020-03-17,Gyeonggi-do,262,3
978,2020-03-17,Gangwon-do,29,1
979,2020-03-17,Chungcheongbuk-do,31,0
980,2020-03-17,Chungcheongnam-do,115,0
981,2020-03-17,Jeollabuk-do,7,0
982,2020-03-17,Jeollanam-do,4,0
983,2020-03-17,Gyeongsangbuk-do,1169,19
984,2020-03-17,Gyeongsangnam-do,86,0
985,2020-03-17,Jeju-do,4,0
986,2020-03-18,Seoul,270,0
987,2020-03-18,Busan,107,1
988,2020-03-18,Daegu,6144,58
989,2020-03-18,Incheon,32,0
990,2020-03-18,Gwangju,17,0
991,2020-03-18,Daejeon,22,0
992,2020-03-18,Ulsan,30,0
993,2020-03-18,Sejong,41,0
994,2020-03-18,Gyeonggi-do,277,3
995,2020-03-18,Gangwon-do,30,1
996,2020-03-18,Chungcheongbuk-do,32,0
997,2020-03-18,Chungcheongnam-do,118,0
998,2020-03-18,Jeollabuk-do,9,0
999,2020-03-18,Jeollanam-do,5,0
1000,2020-03-18,Gyeongsangbuk-do,1178,21
1001,2020-03-18,Gyeongsangnam-do,86,0
1002,2020-03-18,Jeju-do,4,0
1003,2020-03-19,Seoul,282,0
1004,2020-03-19,Busan,107,1
1005,2020-03-19,Daegu,6241,65
1006,2020-03-19,Incheon,32,0
1007,2020-03-19,Gwangju,17,0
1008,2020-03-19,Daejeon,22,0
1009,2020-03-19,Ulsan,36,0
1010,2020-03-19,Sejong,41,0
1011,2020-03-19,Gyeonggi-do,295,3
1012,2020-03-19,Gangwon-do,30,1
1013,2020-03-19,Chungcheongbuk-do,33,0
1014,2020-03-19,Chungcheongnam-do,118,0
1015,2020-03-19,Jeollabuk-do,10,0
1016,2020-03-19,Jeollanam-do,5,0
1017,2020-03-19,Gyeongsangbuk-do,1190,21
1018,2020-03-19,Gyeongsangnam-do,86,0
1019,2020-03-19,Jeju-do,4,0
1020,2020-03-20,Seoul,299,0
1021,2020-03-20,Busan,108,1
1022,2020-03-20,Daegu,6275,67
1023,2020-03-20,Incheon,36,0
1024,2020-03-20,Gwangju,18,0
1025,2020-03-20,Daejeon,22,0
1026,2020-03-20,Ulsan,36,0
1027,2020-03-20,Sejong,41,0
1028,2020-03-20,Gyeonggi-do,309,3
1029,2020-03-20,Gangwon-do,30,1
1030,2020-03-20,Chungcheongbuk-do,33,0
1031,2020-03-20,Chungcheongnam-do,119,0
1032,2020-03-20,Jeollabuk-do,10,0
1033,2020-03-20,Jeollanam-do,5,0
1034,2020-03-20,Gyeongsangbuk-do,1203,22
1035,2020-03-20,Gyeongsangnam-do,87,0
1036,2020-03-20,Jeju-do,4,0
1037,2020-03-21,Seoul,314,0
1038,2020-03-21,Busan,108,1
1039,2020-03-21,Daegu,6344,73
1040,2020-03-21,Incheon,40,0
1041,2020-03-21,Gwangju,18,0
1042,2020-03-21,Daejeon,22,0
1043,2020-03-21,Ulsan,36,0
1044,2020-03-21,Sejong,41,0
1045,2020-03-21,Gyeonggi-do,321,3
1046,2020-03-21,Gangwon-do,30,1
1047,2020-03-21,Chungcheongbuk-do,34,0
1048,2020-03-21,Chungcheongnam-do,119,0
1049,2020-03-21,Jeollabuk-do,10,0
1050,2020-03-21,Jeollanam-do,5,0
1051,2020-03-21,Gyeongsangbuk-do,1243,24
1052,2020-03-21,Gyeongsangnam-do,87,0
1053,2020-03-21,Jeju-do,4,0
1054,2020-03-22,Seoul,324,0
1055,2020-03-22,Busan,108,1
1056,2020-03-22,Daegu,6387,75
1057,2020-03-22,Incheon,40,0
1058,2020-03-22,Gwangju,19,0
1059,2020-03-22,Daejeon,24,0
1060,2020-03-22,Ulsan,36,0
1061,2020-03-22,Sejong,41,0
1062,2020-03-22,Gyeonggi-do,337,3
1063,2020-03-22,Gangwon-do,30,1
1064,2020-03-22,Chungcheongbuk-do,35,0
1065,2020-03-22,Chungcheongnam-do,120,0
1066,2020-03-22,Jeollabuk-do,10,0
1067,2020-03-22,Jeollanam-do,6,0
1068,2020-03-22,Gyeongsangbuk-do,1254,24
1069,2020-03-22,Gyeongsangnam-do,88,0
1070,2020-03-22,Jeju-do,4,0
1071,2020-03-23,Seoul,330,0
1072,2020-03-23,Busan,109,1
1073,2020-03-23,Daegu,6411,82
1074,2020-03-23,Incheon,40,0
1075,2020-03-23,Gwangju,19,0
1076,2020-03-23,Daejeon,24,0
1077,2020-03-23,Ulsan,36,0
1078,2020-03-23,Sejong,42,0
1079,2020-03-23,Gyeonggi-do,351,3
1080,2020-03-23,Gangwon-do,30,1
1081,2020-03-23,Chungcheongbuk-do,37,0
1082,2020-03-23,Chungcheongnam-do,120,0
1083,2020-03-23,Jeollabuk-do,10,0
1084,2020-03-23,Jeollanam-do,6,0
1085,2020-03-23,Gyeongsangbuk-do,1256,24
1086,2020-03-23,Gyeongsangnam-do,89,0
1087,2020-03-23,Jeju-do,4,0
1088,2020-03-24,Seoul,334,0
1089,2020-03-24,Busan,111,1
1090,2020-03-24,Daegu,6442,88
1091,2020-03-24,Incheon,41,0
1092,2020-03-24,Gwangju,19,0
1093,2020-03-24,Daejeon,24,0
1094,2020-03-24,Ulsan,36,0
1095,2020-03-24,Sejong,42,0
1096,2020-03-24,Gyeonggi-do,366,4
1097,2020-03-24,Gangwon-do,30,1
1098,2020-03-24,Chungcheongbuk-do,38,0
1099,2020-03-24,Chungcheongnam-do,120,0
1100,2020-03-24,Jeollabuk-do,10,0
1101,2020-03-24,Jeollanam-do,6,0
1102,2020-03-24,Gyeongsangbuk-do,1257,26
1103,2020-03-24,Gyeongsangnam-do,90,0
1104,2020-03-24,Jeju-do,4,0
1105,2020-03-25,Seoul,347,0
1106,2020-03-25,Busan,112,1
1107,2020-03-25,Daegu,6456,92
1108,2020-03-25,Incheon,42,0
1109,2020-03-25,Gwangju,19,0
1110,2020-03-25,Daejeon,24,0
1111,2020-03-25,Ulsan,37,0
1112,2020-03-25,Sejong,44,0
1113,2020-03-25,Gyeonggi-do,387,4
1114,2020-03-25,Gangwon-do,31,1
1115,2020-03-25,Chungcheongbuk-do,38,0
1116,2020-03-25,Chungcheongnam-do,123,0
1117,2020-03-25,Jeollabuk-do,10,0
1118,2020-03-25,Jeollanam-do,8,0
1119,2020-03-25,Gyeongsangbuk-do,1262,28
1120,2020-03-25,Gyeongsangnam-do,90,0
1121,2020-03-25,Jeju-do,6,0
1122,2020-03-26,Seoul,360,0
1123,2020-03-26,Busan,112,2
1124,2020-03-26,Daegu,6482,94
1125,2020-03-26,Incheon,43,0
1126,2020-03-26,Gwangju,19,0
1127,2020-03-26,Daejeon,30,0
1128,2020-03-26,Ulsan,37,0
1129,2020-03-26,Sejong,44,0
1130,2020-03-26,Gyeonggi-do,401,4
1131,2020-03-26,Gangwon-do,31,1
1132,2020-03-26,Chungcheongbuk-do,39,0
1133,2020-03-26,Chungcheongnam-do,124,0
1134,2020-03-26,Jeollabuk-do,10,0
1135,2020-03-26,Jeollanam-do,8,0
1136,2020-03-26,Gyeongsangbuk-do,1274,30
1137,2020-03-26,Gyeongsangnam-do,90,0
1138,2020-03-26,Jeju-do,6,0
1139,2020-03-27,Seoul,372,0
1140,2020-03-27,Busan,113,2
1141,2020-03-27,Daegu,6516,98
1142,2020-03-27,Incheon,46,0
1143,2020-03-27,Gwangju,20,0
1144,2020-03-27,Daejeon,31,0
1145,2020-03-27,Ulsan,39,0
1146,2020-03-27,Sejong,44,0
1147,2020-03-27,Gyeonggi-do,412,4
1148,2020-03-27,Gangwon-do,31,1
1149,2020-03-27,Chungcheongbuk-do,41,0
1150,2020-03-27,Chungcheongnam-do,124,0
1151,2020-03-27,Jeollabuk-do,10,0
1152,2020-03-27,Jeollanam-do,8,0
1153,2020-03-27,Gyeongsangbuk-do,1283,34
1154,2020-03-27,Gyeongsangnam-do,91,0
1155,2020-03-27,Jeju-do,7,0
1156,2020-03-28,Seoul,390,0
1157,2020-03-28,Busan,114,2
1158,2020-03-28,Daegu,6587,101
1159,2020-03-28,Incheon,51,0
1160,2020-03-28,Gwangju,20,0
1161,2020-03-28,Daejeon,31,0
1162,2020-03-28,Ulsan,39,0
1163,2020-03-28,Sejong,44,0
1164,2020-03-28,Gyeonggi-do,433,5
1165,2020-03-28,Gangwon-do,32,1
1166,2020-03-28,Chungcheongbuk-do,41,0
1167,2020-03-28,Chungcheongnam-do,126,0
1168,2020-03-28,Jeollabuk-do,10,0
1169,2020-03-28,Jeollanam-do,8,0
1170,2020-03-28,Gyeongsangbuk-do,1285,35
1171,2020-03-28,Gyeongsangnam-do,91,0
1172,2020-03-28,Jeju-do,8,0
1173,2020-03-29,Seoul,410,0
1174,2020-03-29,Busan,117,3
1175,2020-03-29,Daegu,6610,106
1176,2020-03-29,Incheon,58,0
1177,2020-03-29,Gwangju,20,0
1178,2020-03-29,Daejeon,34,0
1179,2020-03-29,Ulsan,39,0
1180,2020-03-29,Sejong,46,0
1181,2020-03-29,Gyeonggi-do,448,5
1182,2020-03-29,Gangwon-do,34,1
1183,2020-03-29,Chungcheongbuk-do,41,0
1184,2020-03-29,Chungcheongnam-do,127,0
1185,2020-03-29,Jeollabuk-do,12,0
1186,2020-03-29,Jeollanam-do,9,0
1187,2020-03-29,Gyeongsangbuk-do,1287,37
1188,2020-03-29,Gyeongsangnam-do,94,0
1189,2020-03-29,Jeju-do,8,0
1190,2020-03-30,Seoul,426,0
1191,2020-03-30,Busan,118,3
1192,2020-03-30,Daegu,6624,111
1193,2020-03-30,Incheon,58,0
1194,2020-03-30,Gwangju,20,0
1195,2020-03-30,Daejeon,34,0
1196,2020-03-30,Ulsan,39,0
1197,2020-03-30,Sejong,46,0
1198,2020-03-30,Gyeonggi-do,463,5
1199,2020-03-30,Gangwon-do,36,1
1200,2020-03-30,Chungcheongbuk-do,44,0
1201,2020-03-30,Chungcheongnam-do,127,0
1202,2020-03-30,Jeollabuk-do,13,0
1203,2020-03-30,Jeollanam-do,9,0
1204,2020-03-30,Gyeongsangbuk-do,1298,38
1205,2020-03-30,Gyeongsangnam-do,95,0
1206,2020-03-30,Jeju-do,9,0
1207,2020-03-31,Seoul,450,0
1208,2020-03-31,Busan,119,3
1209,2020-03-31,Daegu,6684,114
1210,2020-03-31,Incheon,64,0
1211,2020-03-31,Gwangju,20,0
1212,2020-03-31,Daejeon,36,0
1213,2020-03-31,Ulsan,39,0
1214,2020-03-31,Sejong,46,0
1215,2020-03-31,Gyeonggi-do,476,6
1216,2020-03-31,Gangwon-do,36,1
1217,2020-03-31,Chungcheongbuk-do,44,0
1218,2020-03-31,Chungcheongnam-do,128,0
1219,2020-03-31,Jeollabuk-do,13,0
1220,2020-03-31,Jeollanam-do,9,0
1221,2020-03-31,Gyeongsangbuk-do,1300,38
1222,2020-03-31,Gyeongsangnam-do,96,0
1223,2020-03-31,Jeju-do,9,0
1224,2020-04-01,Seoul,474,0
1225,2020-04-01,Busan,122,3
1226,2020-04-01,Daegu,6704,115
1227,2020-04-01,Incheon,69,0
1228,2020-04-01,Gwangju,24,0
1229,2020-04-01,Daejeon,36,0
1230,2020-04-01,Ulsan,39,1
1231,2020-04-01,Sejong,46,0
1232,2020-04-01,Gyeonggi-do,499,6
1233,2020-04-01,Gangwon-do,38,1
1234,2020-04-01,Chungcheongbuk-do,44,0
1235,2020-04-01,Chungcheongnam-do,131,0
1236,2020-04-01,Jeollabuk-do,14,0
1237,2020-04-01,Jeollanam-do,12,0
1238,2020-04-01,Gyeongsangbuk-do,1302,39
1239,2020-04-01,Gyeongsangnam-do,100,0
1240,2020-04-01,Jeju-do,9,0
1241,2020-04-02,Seoul,488,0
1242,2020-04-02,Busan,122,3
1243,2020-04-02,Daegu,6725,117
1244,2020-04-02,Incheon,73,0
1245,2020-04-02,Gwangju,25,0
1246,2020-04-02,Daejeon,36,0
1247,2020-04-02,Ulsan,40,1
1248,2020-04-02,Sejong,46,0
1249,2020-04-02,Gyeonggi-do,516,6
1250,2020-04-02,Gangwon-do,39,1
1251,2020-04-02,Chungcheongbuk-do,44,0
1252,2020-04-02,Chungcheongnam-do,133,0
1253,2020-04-02,Jeollabuk-do,14,0
1254,2020-04-02,Jeollanam-do,14,0
1255,2020-04-02,Gyeongsangbuk-do,1304,41
1256,2020-04-02,Gyeongsangnam-do,106,0
1257,2020-04-02,Jeju-do,9,0
1258,2020-04-03,Seoul,506,0
1259,2020-04-03,Busan,122,3
1260,2020-04-03,Daegu,6734,121
1261,2020-04-03,Incheon,74,0
1262,2020-04-03,Gwangju,26,0
1263,2020-04-03,Daejeon,36,0
1264,2020-04-03,Ulsan,40,1
1265,2020-04-03,Sejong,46,0
1266,2020-04-03,Gyeonggi-do,539,6
1267,2020-04-03,Gangwon-do,41,1
1268,2020-04-03,Chungcheongbuk-do,45,0
1269,2020-04-03,Chungcheongnam-do,134,0
1270,2020-04-03,Jeollabuk-do,15,0
1271,2020-04-03,Jeollanam-do,15,0
1272,2020-04-03,Gyeongsangbuk-do,1309,42
1273,2020-04-03,Gyeongsangnam-do,107,0
1274,2020-04-03,Jeju-do,9,0
1275,2020-04-04,Seoul,528,0
1276,2020-04-04,Busan,122,3
1277,2020-04-04,Daegu,6761,122
1278,2020-04-04,Incheon,77,0
1279,2020-04-04,Gwangju,26,0
1280,2020-04-04,Daejeon,36,0
1281,2020-04-04,Ulsan,40,1
1282,2020-04-04,Sejong,46,0
1283,2020-04-04,Gyeonggi-do,562,6
1284,2020-04-04,Gangwon-do,42,1
1285,2020-04-04,Chungcheongbuk-do,45,0
1286,2020-04-04,Chungcheongnam-do,135,0
1287,2020-04-04,Jeollabuk-do,15,0
1288,2020-04-04,Jeollanam-do,15,0
1289,2020-04-04,Gyeongsangbuk-do,1310,44
1290,2020-04-04,Gyeongsangnam-do,108,0
1291,2020-04-04,Jeju-do,9,0
1292,2020-04-05,Seoul,552,0
1293,2020-04-05,Busan,122,3
1294,2020-04-05,Daegu,6768,127
1295,2020-04-05,Incheon,79,0
1296,2020-04-05,Gwangju,27,0
1297,2020-04-05,Daejeon,37,0
1298,2020-04-05,Ulsan,40,1
1299,2020-04-05,Sejong,46,0
1300,2020-04-05,Gyeonggi-do,572,7
1301,2020-04-05,Gangwon-do,45,1
1302,2020-04-05,Chungcheongbuk-do,45,0
1303,2020-04-05,Chungcheongnam-do,135,0
1304,2020-04-05,Jeollabuk-do,16,0
1305,2020-04-05,Jeollanam-do,15,0
1306,2020-04-05,Gyeongsangbuk-do,1314,44
1307,2020-04-05,Gyeongsangnam-do,109,0
1308,2020-04-05,Jeju-do,12,0
1309,2020-04-06,Seoul,563,0
1310,2020-04-06,Busan,122,3
1311,2020-04-06,Daegu,6781,129
1312,2020-04-06,Incheon,80,0
1313,2020-04-06,Gwangju,27,0
1314,2020-04-06,Daejeon,39,0
1315,2020-04-06,Ulsan,40,1
1316,2020-04-06,Sejong,46,0
1317,2020-04-06,Gyeonggi-do,580,7
1318,2020-04-06,Gangwon-do,45,1
1319,2020-04-06,Chungcheongbuk-do,45,0
